"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_000008565.1","GCA_001638825.1","GCA_008329785.1","GCA_011604805.1","GCA_011604825.1","GCA_020546685.1","GCA_021378295.1","GCA_024138735.1"
"HAV23_05325","","hypothetical protein","8","8","1","1","2029","1","1300","","500","500","500","DR_0488.p01","A2G07_11080.p01","a6679ee1dd99a76d4f263da36fcf6004_9388","689a1f7569cd370648666ad3906989ad_4127","e7eb4eb1fba968f75f75040ad2de8570_8710","5974397fafb4265a64d121638449c96c_1972","DRO_0487.p01","5b1dec001b64d68f08bc514628990a75_7011"
"DXG80_03535","","hypothetical protein","8","8","1","1","1209","1","2246","","686","686","686","DR_1474.p01","A2G07_06200.p01","a6679ee1dd99a76d4f263da36fcf6004_2726","689a1f7569cd370648666ad3906989ad_7946","e7eb4eb1fba968f75f75040ad2de8570_4969","5974397fafb4265a64d121638449c96c_5948","DRO_1456.p01","5b1dec001b64d68f08bc514628990a75_456"
"E5E91_14025","","hypothetical protein","8","8","1","2","134","2","134","","671","671","671","DR_A0070.p01","A2G07_13840.p01","a6679ee1dd99a76d4f263da36fcf6004_10699","689a1f7569cd370648666ad3906989ad_11162","e7eb4eb1fba968f75f75040ad2de8570_10308","5974397fafb4265a64d121638449c96c_10924","DRO_A0068.p01","5b1dec001b64d68f08bc514628990a75_12122"
"DRO_A0348","","methyl-accepting chemotaxis protein","8","8","1","2","59","2","59","","2231","2231","2231","DR_A0352.p01","A2G07_13440.p01","a6679ee1dd99a76d4f263da36fcf6004_11794","689a1f7569cd370648666ad3906989ad_11502","e7eb4eb1fba968f75f75040ad2de8570_11386","5974397fafb4265a64d121638449c96c_12028","DRO_A0348.p01","5b1dec001b64d68f08bc514628990a75_10903"
"A2G07_13040","","NAD(P)/FAD-dependent oxidoreductase","8","8","1","1","1650","1","921","","1535","1535","1535","DR_0093.p01","A2G07_13040.p01","a6679ee1dd99a76d4f263da36fcf6004_7802","689a1f7569cd370648666ad3906989ad_2613","e7eb4eb1fba968f75f75040ad2de8570_116","5974397fafb4265a64d121638449c96c_386","DRO_0093.p01","5b1dec001b64d68f08bc514628990a75_5452"
"A2G07_11115","","hypothetical protein","8","8","1","1","2022","1","1293","","527","527","527","DR_0481.p01","A2G07_11115.p01","a6679ee1dd99a76d4f263da36fcf6004_9360","689a1f7569cd370648666ad3906989ad_4099","e7eb4eb1fba968f75f75040ad2de8570_8738","5974397fafb4265a64d121638449c96c_1944","DRO_0480.p01","5b1dec001b64d68f08bc514628990a75_6985"
"HAV23_00125","","hypothetical protein","8","8","1","1","603","1","603","","257","257","257","DR_2097.p01","A2G07_03125.p01","a6679ee1dd99a76d4f263da36fcf6004_5214","689a1f7569cd370648666ad3906989ad_95","e7eb4eb1fba968f75f75040ad2de8570_2584","5974397fafb4265a64d121638449c96c_8451","DRO_2069.p01","5b1dec001b64d68f08bc514628990a75_2885"
"A2G07_04655","","hypothetical protein","8","8","1","1","905","1","2550","","383","383","383","DR_1788.p01","A2G07_04655.p01","a6679ee1dd99a76d4f263da36fcf6004_3965","689a1f7569cd370648666ad3906989ad_9171","e7eb4eb1fba968f75f75040ad2de8570_3790","5974397fafb4265a64d121638449c96c_7194","DRO_1767.p01","5b1dec001b64d68f08bc514628990a75_1674"
"phoU","","phosphate signaling complex protein PhoU","8","8","1","2","308","2","223","","668","668","668","DR_A0161.p01","A2G07_14285.p01","a6679ee1dd99a76d4f263da36fcf6004_11055","689a1f7569cd370648666ad3906989ad_10786","e7eb4eb1fba968f75f75040ad2de8570_10684","5974397fafb4265a64d121638449c96c_11290","DRO_A0163.p01","5b1dec001b64d68f08bc514628990a75_11706"
"HAV23_09580","","Cof-type HAD-IIB family hydrolase","8","8","1","1","1341","1","2114","","794","794","794","DR_1329.p01","A2G07_06875.p01","a6679ee1dd99a76d4f263da36fcf6004_2169","689a1f7569cd370648666ad3906989ad_7420","e7eb4eb1fba968f75f75040ad2de8570_5478","5974397fafb4265a64d121638449c96c_5391","DRO_1320.p01","5b1dec001b64d68f08bc514628990a75_10484"
"HAV23_08240","","peptidylprolyl isomerase","8","8","1","1","1603","1","1852","","1025","1034","1028","DR_1063.p01","A2G07_08210.p01","a6679ee1dd99a76d4f263da36fcf6004_1094","689a1f7569cd370648666ad3906989ad_6381","e7eb4eb1fba968f75f75040ad2de8570_6499","5974397fafb4265a64d121638449c96c_4316","DRO_1057.p01","5b1dec001b64d68f08bc514628990a75_9427"
"A2G07_14060","","hypothetical protein","8","8","1","2","178","2","178","","521","524","522","DR_A0116.p01","A2G07_14060.p01","a6679ee1dd99a76d4f263da36fcf6004_10876","689a1f7569cd370648666ad3906989ad_10966","e7eb4eb1fba968f75f75040ad2de8570_10510","5974397fafb4265a64d121638449c96c_11110","DRO_A0116.p01","5b1dec001b64d68f08bc514628990a75_11910"
"HAV35_14685","","S8 family serine peptidase","8","8","1","2","194","2","331","","2168","2186","2181","DR_A0283.p01","A2G07_14860.p01","a6679ee1dd99a76d4f263da36fcf6004_11528","689a1f7569cd370648666ad3906989ad_10332","e7eb4eb1fba968f75f75040ad2de8570_11138","5974397fafb4265a64d121638449c96c_11758","DRO_A0280.p01","5b1dec001b64d68f08bc514628990a75_11214"
"DXG80_03050","","amidase","8","8","1","1","1296","1","2159","","1175","1184","1178","DR_1377.p01","A2G07_06650.p01","a6679ee1dd99a76d4f263da36fcf6004_2350","689a1f7569cd370648666ad3906989ad_7597","e7eb4eb1fba968f75f75040ad2de8570_5307","5974397fafb4265a64d121638449c96c_5574","DRO_1366.p01","5b1dec001b64d68f08bc514628990a75_75"
"DXG80_15390","","phosphoadenylyl-sulfate reductase","8","8","1","2","88","2","88","","764","767","765","DR_A0015.p01","A2G07_13595.p01","a6679ee1dd99a76d4f263da36fcf6004_11914","689a1f7569cd370648666ad3906989ad_11372","e7eb4eb1fba968f75f75040ad2de8570_10097","5974397fafb4265a64d121638449c96c_10703","DRO_A0015.p01","5b1dec001b64d68f08bc514628990a75_10739"
"pepF","","oligoendopeptidase F","8","8","1","1","1064","1","2391","","1814","1826","1815","DR_1627.p01","A2G07_05460.p01","a6679ee1dd99a76d4f263da36fcf6004_3315","689a1f7569cd370648666ad3906989ad_8534","e7eb4eb1fba968f75f75040ad2de8570_4397","5974397fafb4265a64d121638449c96c_6540","DRO_1604.p01","5b1dec001b64d68f08bc514628990a75_1036"
"DR_B0009","","cobyrinate a,c-diamide synthase","8","8","1","3","144","3","93","","1319","1325","1322","DR_B0009.p01","A2G07_15275.p01","a6679ee1dd99a76d4f263da36fcf6004_12559","689a1f7569cd370648666ad3906989ad_11940","e7eb4eb1fba968f75f75040ad2de8570_12056","5974397fafb4265a64d121638449c96c_12276","DRO_B0008.p01","5b1dec001b64d68f08bc514628990a75_12506"
"MSS93_11705","","ion transporter","8","8","1","1","2359","1","1630","","839","842","841","DR_0830.p01","A2G07_09360.p01","a6679ee1dd99a76d4f263da36fcf6004_164","689a1f7569cd370648666ad3906989ad_5463","e7eb4eb1fba968f75f75040ad2de8570_7381","5974397fafb4265a64d121638449c96c_3378","DRO_0825.p01","5b1dec001b64d68f08bc514628990a75_8488"
"A2G07_01210","","hypothetical protein","8","8","1","1","230","1","230","","497","1106","832","DR_2474.p01","A2G07_01210.p01","a6679ee1dd99a76d4f263da36fcf6004_6768","689a1f7569cd370648666ad3906989ad_1597","e7eb4eb1fba968f75f75040ad2de8570_1104","5974397fafb4265a64d121638449c96c_9990","DRO_2447.p01","5b1dec001b64d68f08bc514628990a75_4436"
"DXG80_15755","","AAA family ATPase","8","8","1","3","39","3","39","","1232","1241","1239","DR_B0098.p01","A2G07_15565.p01","a6679ee1dd99a76d4f263da36fcf6004_12200","689a1f7569cd370648666ad3906989ad_12147","e7eb4eb1fba968f75f75040ad2de8570_11727","5974397fafb4265a64d121638449c96c_12634","DRO_B0102.p01","5b1dec001b64d68f08bc514628990a75_12284"
"E5E91_15180","","hypothetical protein","8","8","1","2","6","2","6","","416","416","416","DR_A0300.p01","A2G07_13175.p01","a6679ee1dd99a76d4f263da36fcf6004_11585","689a1f7569cd370648666ad3906989ad_11708","e7eb4eb1fba968f75f75040ad2de8570_11186","5974397fafb4265a64d121638449c96c_11816","DRO_A0292.p01","5b1dec001b64d68f08bc514628990a75_11160"
"rplP","","50S ribosomal protein L16","8","8","1","1","1860","1","1131","","425","428","425","DR_0318.p01","A2G07_11945.p01","a6679ee1dd99a76d4f263da36fcf6004_8707","689a1f7569cd370648666ad3906989ad_3473","e7eb4eb1fba968f75f75040ad2de8570_9349","5974397fafb4265a64d121638449c96c_1289","DRO_0315.p01","5b1dec001b64d68f08bc514628990a75_6310"
"HAV23_11065","","hypothetical protein","8","8","1","1","1052","1","2403","","320","323","322","DR_1639.p01","A2G07_05395.p01","a6679ee1dd99a76d4f263da36fcf6004_3364","689a1f7569cd370648666ad3906989ad_8584","e7eb4eb1fba968f75f75040ad2de8570_4346","5974397fafb4265a64d121638449c96c_6588","DRO_1616.p01","5b1dec001b64d68f08bc514628990a75_1093"
"DRO_1119","","prephenate dehydrogenase","8","8","1","1","1545","1","1910","","1118","1118","1118","DR_1122.p01","A2G07_07905.p01","a6679ee1dd99a76d4f263da36fcf6004_1343","689a1f7569cd370648666ad3906989ad_6619","e7eb4eb1fba968f75f75040ad2de8570_6267","5974397fafb4265a64d121638449c96c_4565","DRO_1119.p01","5b1dec001b64d68f08bc514628990a75_9658"
"HAV35_10340","","hypothetical protein","8","8","1","1","2241","1","1512","","926","926","926","DR_0705.p01","A2G07_09965.p01","a6679ee1dd99a76d4f263da36fcf6004_10300","689a1f7569cd370648666ad3906989ad_4997","e7eb4eb1fba968f75f75040ad2de8570_7838","5974397fafb4265a64d121638449c96c_2885","DRO_0703.p01","5b1dec001b64d68f08bc514628990a75_7978"
"MSS93_08790","","malate dehydrogenase","8","8","1","1","1867","1","1138","","986","992","989","DR_0325.p01","A2G07_11910.p01","a6679ee1dd99a76d4f263da36fcf6004_8734","689a1f7569cd370648666ad3906989ad_3501","e7eb4eb1fba968f75f75040ad2de8570_9321","5974397fafb4265a64d121638449c96c_1317","DRO_0322.p01","5b1dec001b64d68f08bc514628990a75_6336"
"DXG80_01710","","DUF4384 domain-containing protein","8","8","1","1","1553","1","1902","","1187","1196","1190","DR_1115.p01","A2G07_07945.p01","a6679ee1dd99a76d4f263da36fcf6004_1308","689a1f7569cd370648666ad3906989ad_6588","e7eb4eb1fba968f75f75040ad2de8570_6296","5974397fafb4265a64d121638449c96c_4534","DRO_1112.p01","5b1dec001b64d68f08bc514628990a75_9629"
"HAV23_02350","","GrpB family protein","8","8","1","1","175","1","175","","338","566","475","DR_2534.p01","A2G07_00920.p01","a6679ee1dd99a76d4f263da36fcf6004_6996","689a1f7569cd370648666ad3906989ad_1828","e7eb4eb1fba968f75f75040ad2de8570_874","5974397fafb4265a64d121638449c96c_10217","DRO_2506.p01","5b1dec001b64d68f08bc514628990a75_4659"
"HAV23_02735","","thioesterase","8","8","1","1","101","1","101","","425","425","425","DR_2608.p01","A2G07_00540.p01","a6679ee1dd99a76d4f263da36fcf6004_7302","689a1f7569cd370648666ad3906989ad_2129","e7eb4eb1fba968f75f75040ad2de8570_587","5974397fafb4265a64d121638449c96c_10522","DRO_2580.p01","5b1dec001b64d68f08bc514628990a75_4954"
"cobD","","cobalamin biosynthesis protein CobD","8","8","1","3","143","3","94","","896","902","898","DR_B0010.p01","A2G07_15270.p01","a6679ee1dd99a76d4f263da36fcf6004_12555","689a1f7569cd370648666ad3906989ad_11936","e7eb4eb1fba968f75f75040ad2de8570_12052","5974397fafb4265a64d121638449c96c_12280","DRO_B0009.p01","5b1dec001b64d68f08bc514628990a75_12510"
"A2G07_15700","","PqqD family protein","8","8","1","3","13","3","13","","251","251","251","DR_B0071.p01","A2G07_15700.p01","a6679ee1dd99a76d4f263da36fcf6004_12306","689a1f7569cd370648666ad3906989ad_12251","e7eb4eb1fba968f75f75040ad2de8570_11827","5974397fafb4265a64d121638449c96c_12526","DRO_B0076.p01","5b1dec001b64d68f08bc514628990a75_12188"
"A2G07_00800","","hypothetical protein","8","8","1","1","152","1","152","","353","488","468","DR_2558.p01","A2G07_00800.p01","a6679ee1dd99a76d4f263da36fcf6004_7094","689a1f7569cd370648666ad3906989ad_1924","e7eb4eb1fba968f75f75040ad2de8570_783","5974397fafb4265a64d121638449c96c_10314","DRO_2530.p01","5b1dec001b64d68f08bc514628990a75_4757"
"DR_0843","","transglutaminase family protein","8","8","1","1","2372","1","1643","","896","902","899","DR_0843.p01","A2G07_09295.p01","a6679ee1dd99a76d4f263da36fcf6004_216","689a1f7569cd370648666ad3906989ad_5521","e7eb4eb1fba968f75f75040ad2de8570_7325","5974397fafb4265a64d121638449c96c_3430","DRO_0839.p01","5b1dec001b64d68f08bc514628990a75_8550"
"HAV35_07465","","superoxide dismutase [Mn]","8","8","1","1","1390","1","2065","","635","638","635","DR_1279.p01","A2G07_07125.p01","a6679ee1dd99a76d4f263da36fcf6004_1975","689a1f7569cd370648666ad3906989ad_7225","e7eb4eb1fba968f75f75040ad2de8570_5661","5974397fafb4265a64d121638449c96c_5196","DRO_1272.p01","5b1dec001b64d68f08bc514628990a75_10289"
"E5E91_06995","","alanine--glyoxylate aminotransferase family protein","8","8","1","1","1323","1","2132","","1169","1172","1170","DR_1350.p01","A2G07_06785.p01","a6679ee1dd99a76d4f263da36fcf6004_2239","689a1f7569cd370648666ad3906989ad_7488","e7eb4eb1fba968f75f75040ad2de8570_5413","5974397fafb4265a64d121638449c96c_5461","DRO_1338.p01","5b1dec001b64d68f08bc514628990a75_10548"
"DXG80_15000","","acyl-CoA synthetase","8","8","1","2","14","2","14","","1727","1733","1729","DR_A0309.p01","A2G07_13215.p01","a6679ee1dd99a76d4f263da36fcf6004_11615","689a1f7569cd370648666ad3906989ad_11678","e7eb4eb1fba968f75f75040ad2de8570_11216","5974397fafb4265a64d121638449c96c_11848","DRO_A0301.p01","5b1dec001b64d68f08bc514628990a75_11122"
"A2G07_05230","","isocitrate/isopropylmalate dehydrogenase family protein","8","8","1","1","1020","1","2435","","1001","1001","1001","DR_1674.p01","A2G07_05230.p01","a6679ee1dd99a76d4f263da36fcf6004_3496","689a1f7569cd370648666ad3906989ad_8718","e7eb4eb1fba968f75f75040ad2de8570_4219","5974397fafb4265a64d121638449c96c_6722","DRO_1651.p01","5b1dec001b64d68f08bc514628990a75_1225"
"HAV35_13025","","enoyl-CoA hydratase/isomerase family protein","8","8","1","1","1734","1","1005","","821","821","821","DR_0184.p01","A2G07_12610.p01","a6679ee1dd99a76d4f263da36fcf6004_8159","689a1f7569cd370648666ad3906989ad_2951","e7eb4eb1fba968f75f75040ad2de8570_9859","5974397fafb4265a64d121638449c96c_742","DRO_0184.p01","5b1dec001b64d68f08bc514628990a75_5808"
"gnd","","decarboxylating 6-phosphogluconate dehydrogenase","8","8","1","1","1094","1","2361","","1100","1106","1102","DR_1595.p01","A2G07_05610.p01","a6679ee1dd99a76d4f263da36fcf6004_3198","689a1f7569cd370648666ad3906989ad_8416","e7eb4eb1fba968f75f75040ad2de8570_4509","5974397fafb4265a64d121638449c96c_6420","DRO_1574.p01","5b1dec001b64d68f08bc514628990a75_910"
"DXG80_12025","","tetracycline resistance MFS efflux pump","8","8","1","1","2014","1","1285","","1214","1223","1217","DR_0472.p01","A2G07_11160.p01","a6679ee1dd99a76d4f263da36fcf6004_9324","689a1f7569cd370648666ad3906989ad_4065","e7eb4eb1fba968f75f75040ad2de8570_8769","5974397fafb4265a64d121638449c96c_1909","DRO_0471.p01","5b1dec001b64d68f08bc514628990a75_6953"
"E5E91_11005","","universal stress protein","8","8","1","1","568","1","568","","452","452","452","DR_2132.p01","A2G07_02950.p01","a6679ee1dd99a76d4f263da36fcf6004_5356","689a1f7569cd370648666ad3906989ad_234","e7eb4eb1fba968f75f75040ad2de8570_2446","5974397fafb4265a64d121638449c96c_8593","DRO_2104.p01","5b1dec001b64d68f08bc514628990a75_3026"
"DRO_0215","","cysteine desulfurase","8","8","1","1","1764","1","1035","","1133","1136","1134","DR_0215.p01","A2G07_12455.p01","a6679ee1dd99a76d4f263da36fcf6004_8283","689a1f7569cd370648666ad3906989ad_3073","e7eb4eb1fba968f75f75040ad2de8570_9739","5974397fafb4265a64d121638449c96c_866","DRO_0215.p01","5b1dec001b64d68f08bc514628990a75_5930"
"lon","","endopeptidase La","8","8","1","1","727","1","727","","2441","2441","2441","DR_1974.p01","A2G07_03765.p01","a6679ee1dd99a76d4f263da36fcf6004_4696","689a1f7569cd370648666ad3906989ad_9906","e7eb4eb1fba968f75f75040ad2de8570_3062","5974397fafb4265a64d121638449c96c_7932","DRO_1948.p01","5b1dec001b64d68f08bc514628990a75_2409"
"DRO_2552","","LytR family transcriptional regulator","8","8","1","1","129","1","129","","371","1316","1163","DR_2581.p01","A2G07_00680.p01","a6679ee1dd99a76d4f263da36fcf6004_7186","689a1f7569cd370648666ad3906989ad_2016","e7eb4eb1fba968f75f75040ad2de8570_694","5974397fafb4265a64d121638449c96c_10406","DRO_2552.p01","5b1dec001b64d68f08bc514628990a75_4844"
"HAV35_05600","","hypothetical protein","8","8","1","1","1029","1","2426","","455","458","456","DR_1665.p01","A2G07_05275.p01","a6679ee1dd99a76d4f263da36fcf6004_3460","689a1f7569cd370648666ad3906989ad_8684","e7eb4eb1fba968f75f75040ad2de8570_4251","5974397fafb4265a64d121638449c96c_6686","DRO_1642.p01","5b1dec001b64d68f08bc514628990a75_1191"
"prfA","","peptide chain release factor 1","8","8","1","1","2500","1","1771","","1118","1127","1121","DR_0976.p01","A2G07_08625.p01","a6679ee1dd99a76d4f263da36fcf6004_747","689a1f7569cd370648666ad3906989ad_6049","e7eb4eb1fba968f75f75040ad2de8570_6816","5974397fafb4265a64d121638449c96c_3970","DRO_0970.p01","5b1dec001b64d68f08bc514628990a75_9093"
"DRO_2581","","YihY/virulence factor BrkB family protein","8","8","1","1","100","1","100","","947","1259","1217","DR_2609.p01","A2G07_00535.p01","a6679ee1dd99a76d4f263da36fcf6004_7306","689a1f7569cd370648666ad3906989ad_2133","e7eb4eb1fba968f75f75040ad2de8570_583","5974397fafb4265a64d121638449c96c_10526","DRO_2581.p01","5b1dec001b64d68f08bc514628990a75_4962"
"HAV23_03220","","aminoglycoside 3'-phosphotransferase","8","8","1","1","11","1","11","","788","791","789","DR_0066.p01","A2G07_00060.p01","a6679ee1dd99a76d4f263da36fcf6004_7689","689a1f7569cd370648666ad3906989ad_2501","e7eb4eb1fba968f75f75040ad2de8570_224","5974397fafb4265a64d121638449c96c_273","DRO_0066.p01","5b1dec001b64d68f08bc514628990a75_5334"
"DRO_2330","","agmatine deiminase","8","8","1","1","339","1","339","","1064","1073","1068","DR_2359.p01","A2G07_01780.p01","a6679ee1dd99a76d4f263da36fcf6004_6292","689a1f7569cd370648666ad3906989ad_1142","e7eb4eb1fba968f75f75040ad2de8570_1545","5974397fafb4265a64d121638449c96c_9525","DRO_2330.p01","5b1dec001b64d68f08bc514628990a75_3974"
"pdxT","","pyridoxal 5'-phosphate synthase glutaminase subunit PdxT","8","8","1","1","1307","1","2148","","590","593","591","DR_1366.p01","A2G07_06705.p01","a6679ee1dd99a76d4f263da36fcf6004_2303","689a1f7569cd370648666ad3906989ad_7553","e7eb4eb1fba968f75f75040ad2de8570_5349","5974397fafb4265a64d121638449c96c_5526","DRO_1355.p01","5b1dec001b64d68f08bc514628990a75_33"
"DRO_2160","","aminopeptidase","8","8","1","1","510","1","510","","1241","1253","1251","DR_2188.p01","A2G07_02650.p01","a6679ee1dd99a76d4f263da36fcf6004_5599","689a1f7569cd370648666ad3906989ad_465","e7eb4eb1fba968f75f75040ad2de8570_2216","5974397fafb4265a64d121638449c96c_8827","DRO_2160.p01","5b1dec001b64d68f08bc514628990a75_3252"
"DXG80_14160","","response regulator","8","8","1","2","330","2","201","","446","449","447","DR_A0139.p01","A2G07_14175.p01","a6679ee1dd99a76d4f263da36fcf6004_10967","689a1f7569cd370648666ad3906989ad_10870","e7eb4eb1fba968f75f75040ad2de8570_10599","5974397fafb4265a64d121638449c96c_11202","DRO_A0141.p01","5b1dec001b64d68f08bc514628990a75_11792"
"HAV35_01695","","bifunctional nicotinamide-nucleotide adenylyltransferase/Nudix hydroxylase","8","8","1","1","275","1","275","","1037","1046","1038","DR_2428.p01","A2G07_01445.p01","a6679ee1dd99a76d4f263da36fcf6004_6573","689a1f7569cd370648666ad3906989ad_1412","e7eb4eb1fba968f75f75040ad2de8570_1286","5974397fafb4265a64d121638449c96c_9802","DRO_2400.p01","5b1dec001b64d68f08bc514628990a75_4257"
"DRO_A0043","","NAD(P)-dependent oxidoreductase","8","8","1","2","110","2","110","","740","743","741","DR_A0044.p01","A2G07_13710.p01","a6679ee1dd99a76d4f263da36fcf6004_12030","689a1f7569cd370648666ad3906989ad_11262","e7eb4eb1fba968f75f75040ad2de8570_10206","5974397fafb4265a64d121638449c96c_10822","DRO_A0043.p01","5b1dec001b64d68f08bc514628990a75_10638"
"MSS93_16875","","IS4-like element ISDra1 family transposase","8","8","1","3","42","3","42","","983","983","983","DR_B0102.p01","A2G07_15540.p01","a6679ee1dd99a76d4f263da36fcf6004_12182","689a1f7569cd370648666ad3906989ad_12129","e7eb4eb1fba968f75f75040ad2de8570_11709","5974397fafb4265a64d121638449c96c_12652","DRO_B0107.p01","5b1dec001b64d68f08bc514628990a75_12300"
"DR_1339","","triose-phosphate isomerase","8","8","1","1","1333","1","2122","","734","734","734","DR_1339.p01","A2G07_06835.p01","a6679ee1dd99a76d4f263da36fcf6004_2199","689a1f7569cd370648666ad3906989ad_7448","e7eb4eb1fba968f75f75040ad2de8570_5452","5974397fafb4265a64d121638449c96c_5421","DRO_1328.p01","5b1dec001b64d68f08bc514628990a75_10518"
"A2G07_00375","","NUDIX domain-containing protein","8","8","1","1","68","1","68","","1043","1052","1046","DR_0004.p01","A2G07_00375.p01","a6679ee1dd99a76d4f263da36fcf6004_7435","689a1f7569cd370648666ad3906989ad_2253","e7eb4eb1fba968f75f75040ad2de8570_463","5974397fafb4265a64d121638449c96c_15","DRO_0004.p01","5b1dec001b64d68f08bc514628990a75_5088"
"HAV23_13990","","TetR/AcrR family transcriptional regulator","8","8","1","2","327","2","204","","668","674","670","DR_A0142.p01","A2G07_14190.p01","a6679ee1dd99a76d4f263da36fcf6004_10979","689a1f7569cd370648666ad3906989ad_10858","e7eb4eb1fba968f75f75040ad2de8570_10611","5974397fafb4265a64d121638449c96c_11214","DRO_A0144.p01","5b1dec001b64d68f08bc514628990a75_11780"
