"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_000024845.1","GCA_000224745.1","GCA_009936255.1","GCA_009936275.1"
"mpl","","UDP-N-acetylmuramate","4","4","1","1","2337","1","2942","","1514","1514","1514","179fc4b66b5fe7c86a05d012dd5a340c_3524","2124b6b02b7cef79fdc244b38ecf46bc_8455","RmaAA213_08600.p01","RmaAA338_08570.p01"
"RmaAA213_01360","","hypothetical protein","4","4","1","1","139","1","2214","","1181","1181","1181","179fc4b66b5fe7c86a05d012dd5a340c_574","2124b6b02b7cef79fdc244b38ecf46bc_543","RmaAA213_01360.p01","RmaAA338_01280.p01"
"Rmar_0830","","hypothetical protein","4","4","1","1","2336","1","2943","","1127","1130","1128","179fc4b66b5fe7c86a05d012dd5a340c_3529","2124b6b02b7cef79fdc244b38ecf46bc_8451","RmaAA213_08610.p01","RmaAA338_08580.p01"
"RmaAA213_08650","","peptidase M50","4","4","1","1","2332","1","2947","","1112","1112","1112","179fc4b66b5fe7c86a05d012dd5a340c_3538","2124b6b02b7cef79fdc244b38ecf46bc_8443","RmaAA213_08650.p01","RmaAA338_08620.p01"
"RmaAA338_08650","","hypothetical protein","4","4","1","1","2329","1","2950","","2789","2861","2843","179fc4b66b5fe7c86a05d012dd5a340c_3550","2124b6b02b7cef79fdc244b38ecf46bc_8431","RmaAA213_08680.p01","RmaAA338_08650.p01"
"rpsL","","ribosomal protein S12","4","4","1","1","2327","1","2952","","374","440","407","179fc4b66b5fe7c86a05d012dd5a340c_3558","2124b6b02b7cef79fdc244b38ecf46bc_8423","RmaAA213_08700.p01","RmaAA338_08670.p01"
"Rhom172_2017","","ribosomal protein L36","4","4","1","1","2299","1","2980","","116","158","137","179fc4b66b5fe7c86a05d012dd5a340c_3670","2124b6b02b7cef79fdc244b38ecf46bc_8312","RmaAA213_08980.p01","RmaAA338_08950.p01"
"RmaAA338_09000","","hypothetical protein","4","4","1","1","2294","1","2985","","629","680","641","179fc4b66b5fe7c86a05d012dd5a340c_3690","2124b6b02b7cef79fdc244b38ecf46bc_8292","RmaAA213_09030.p01","RmaAA338_09000.p01"
"hup","","histone family protein DNA-binding protein","4","4","1","1","2292","1","2987","","395","395","395","179fc4b66b5fe7c86a05d012dd5a340c_3698","2124b6b02b7cef79fdc244b38ecf46bc_8284","RmaAA213_09050.p01","RmaAA338_09020.p01"
"def","","peptide deformylase","4","4","1","1","2290","1","2989","","569","569","569","179fc4b66b5fe7c86a05d012dd5a340c_3706","2124b6b02b7cef79fdc244b38ecf46bc_8276","RmaAA213_09070.p01","RmaAA338_09040.p01"
"Rmar_0879","","acriflavin resistance protein","4","4","1","1","2285","1","2994","","3872","3872","3872","179fc4b66b5fe7c86a05d012dd5a340c_3729","2124b6b02b7cef79fdc244b38ecf46bc_8255","RmaAA213_09120.p01","RmaAA338_09090.p01"
"RmaAA213_01450","","GH3 auxin-responsive promoter superfamily protein","4","4","1","1","148","1","2223","","1568","1568","1568","179fc4b66b5fe7c86a05d012dd5a340c_621","2124b6b02b7cef79fdc244b38ecf46bc_580","RmaAA213_01450.p01","RmaAA338_01370.p01"
"Rmar_0900","","CBS domain containing protein","4","4","1","1","2258","1","2068","","1859","1859","1859","179fc4b66b5fe7c86a05d012dd5a340c_3808","2124b6b02b7cef79fdc244b38ecf46bc_8125","RmaAA213_09390.p01","RmaAA338_09510.p01"
"RmaAA213_09430","","hypothetical protein","4","4","1","1","2254","1","2064","","539","539","539","179fc4b66b5fe7c86a05d012dd5a340c_3827","2124b6b02b7cef79fdc244b38ecf46bc_8107","RmaAA213_09430.p01","RmaAA338_09550.p01"
"RmaAA213_09450","","hypothetical protein","4","4","1","1","2252","1","2062","","1580","1634","1620","179fc4b66b5fe7c86a05d012dd5a340c_3836","2124b6b02b7cef79fdc244b38ecf46bc_8099","RmaAA213_09450.p01","RmaAA338_09570.p01"
"RmaAA338_09610","","glycosyl hydrolase BNR repeat-containing protein","4","4","1","1","2248","1","2058","","2948","2963","2956","179fc4b66b5fe7c86a05d012dd5a340c_3854","2124b6b02b7cef79fdc244b38ecf46bc_8081","RmaAA213_09490.p01","RmaAA338_09610.p01"
"mdh","","malate dehydrogenase","4","4","1","1","2246","1","2056","","938","938","938","179fc4b66b5fe7c86a05d012dd5a340c_3862","2124b6b02b7cef79fdc244b38ecf46bc_8073","RmaAA213_09510.p01","RmaAA338_09630.p01"
"RmaAA213_09520","","NAD(P)H quinone oxidoreductase, PIG3 family","4","4","1","1","2245","1","2055","","980","980","980","179fc4b66b5fe7c86a05d012dd5a340c_3866","2124b6b02b7cef79fdc244b38ecf46bc_8069","RmaAA213_09520.p01","RmaAA338_09640.p01"
"RmaAA213_09590","","hypothetical protein","4","4","1","1","2238","1","2048","","1325","1325","1325","179fc4b66b5fe7c86a05d012dd5a340c_3879","2124b6b02b7cef79fdc244b38ecf46bc_8060","RmaAA213_09590.p01","RmaAA338_09710.p01"
"pcm","","protein-L-isoaspartate O-methyltransferase","4","4","1","1","151","1","2226","","683","683","683","179fc4b66b5fe7c86a05d012dd5a340c_633","2124b6b02b7cef79fdc244b38ecf46bc_592","RmaAA213_01480.p01","RmaAA338_01400.p01"
"Rmar_0917","","hypothetical protein","4","4","1","1","2237","1","2047","","446","446","446","179fc4b66b5fe7c86a05d012dd5a340c_3883","2124b6b02b7cef79fdc244b38ecf46bc_8056","RmaAA213_09600.p01","RmaAA338_09720.p01"
"sun","","sun protein","4","4","1","1","2236","1","2046","","1361","1361","1361","179fc4b66b5fe7c86a05d012dd5a340c_3887","2124b6b02b7cef79fdc244b38ecf46bc_8052","RmaAA213_09610.p01","RmaAA338_09730.p01"
"Rhom172_1940","","protein of unknown function DUF87","4","4","1","1","2228","1","2038","","1661","1661","1661","179fc4b66b5fe7c86a05d012dd5a340c_3920","2124b6b02b7cef79fdc244b38ecf46bc_8021","RmaAA213_09690.p01","RmaAA338_09810.p01"
"rlmN","","putative dual-specificity RNA methyltransferase RlmN","4","4","1","1","2226","1","2036","","1088","1094","1092","179fc4b66b5fe7c86a05d012dd5a340c_3928","2124b6b02b7cef79fdc244b38ecf46bc_8013","RmaAA213_09710.p01","RmaAA338_09830.p01"
"RmaAA213_09760","","hypothetical protein","4","4","1","1","2221","1","2031","","503","503","503","179fc4b66b5fe7c86a05d012dd5a340c_3948","2124b6b02b7cef79fdc244b38ecf46bc_7996","RmaAA213_09760.p01","RmaAA338_09880.p01"
"RmaAA338_09920","","hypothetical protein","4","4","1","1","2216","1","2026","","1160","1160","1160","179fc4b66b5fe7c86a05d012dd5a340c_3968","2124b6b02b7cef79fdc244b38ecf46bc_7977","RmaAA213_09800.p01","RmaAA338_09920.p01"
"RmaAA213_09810","","hypothetical protein","4","4","1","1","2215","1","2025","","584","584","584","179fc4b66b5fe7c86a05d012dd5a340c_3972","2124b6b02b7cef79fdc244b38ecf46bc_7973","RmaAA213_09810.p01","RmaAA338_09930.p01"
"RmaAA338_09940","","hypothetical protein","4","4","1","1","2214","1","2024","","464","497","488","179fc4b66b5fe7c86a05d012dd5a340c_3977","2124b6b02b7cef79fdc244b38ecf46bc_7969","RmaAA213_09820.p01","RmaAA338_09940.p01"
"RmaAA213_09890","","acetylornithine carbamoyltransferase","4","4","1","1","2207","1","2017","","1043","1043","1043","179fc4b66b5fe7c86a05d012dd5a340c_4005","2124b6b02b7cef79fdc244b38ecf46bc_7939","RmaAA213_09890.p01","RmaAA338_10010.p01"
"RmaAA338_01460","","hypothetical protein","4","4","1","1","157","1","2232","","635","644","637","179fc4b66b5fe7c86a05d012dd5a340c_659","2124b6b02b7cef79fdc244b38ecf46bc_618","RmaAA213_01540.p01","RmaAA338_01460.p01"
"argD","","acetylornithine aminotransferase","4","4","1","1","2206","1","2016","","1187","1187","1187","179fc4b66b5fe7c86a05d012dd5a340c_4009","2124b6b02b7cef79fdc244b38ecf46bc_7935","RmaAA213_09900.p01","RmaAA338_10020.p01"
"porU","","hypothetical protein","4","4","1","1","2199","1","2009","","3998","4043","4020","179fc4b66b5fe7c86a05d012dd5a340c_4034","2124b6b02b7cef79fdc244b38ecf46bc_7914","RmaAA213_09970.p01","RmaAA338_10090.p01"
"RmaAA213_09990","","hypothetical protein","4","4","1","1","2197","1","2007","","1238","1238","1238","179fc4b66b5fe7c86a05d012dd5a340c_4043","2124b6b02b7cef79fdc244b38ecf46bc_7905","RmaAA213_09990.p01","RmaAA338_10110.p01"
"Rmar_0957","","hypothetical protein","4","4","1","1","2194","1","2004","","197","197","197","179fc4b66b5fe7c86a05d012dd5a340c_4052","2124b6b02b7cef79fdc244b38ecf46bc_7896","RmaAA213_10020.p01","RmaAA338_10130.p01"
"Rmar_0958","","protein of unknown function DUF1080","4","4","1","1","2193","1","2003","","638","638","638","179fc4b66b5fe7c86a05d012dd5a340c_4057","2124b6b02b7cef79fdc244b38ecf46bc_7892","RmaAA213_10030.p01","RmaAA338_10140.p01"
"RmaAA213_t00160","","tRNA-Arg","4","4","1","1","2192","1","2002","","73","75","74","179fc4b66b5fe7c86a05d012dd5a340c_4060","2124b6b02b7cef79fdc244b38ecf46bc_7881","RmaAA213_t00160.r01","RmaAA338_t00170.r01"
"Rhom172_1903","","hypothetical protein","4","4","1","1","2188","1","1998","","206","206","206","179fc4b66b5fe7c86a05d012dd5a340c_4077","2124b6b02b7cef79fdc244b38ecf46bc_7865","RmaAA213_10070.p01","RmaAA338_10180.p01"
"mutL","","DNA mismatch repair protein MutL","4","4","1","1","2187","1","1997","","1820","1826","1823","179fc4b66b5fe7c86a05d012dd5a340c_4081","2124b6b02b7cef79fdc244b38ecf46bc_7861","RmaAA213_10080.p01","RmaAA338_10190.p01"
"hpt","","hypoxanthine phosphoribosyltransferase","4","4","1","1","2185","1","1995","","581","581","581","179fc4b66b5fe7c86a05d012dd5a340c_4089","2124b6b02b7cef79fdc244b38ecf46bc_7853","RmaAA213_10100.p01","RmaAA338_10210.p01"
"Rmar_0968","","hypothetical protein","4","4","1","1","2182","1","1992","","149","149","149","179fc4b66b5fe7c86a05d012dd5a340c_4101","2124b6b02b7cef79fdc244b38ecf46bc_7841","RmaAA213_10130.p01","RmaAA338_10240.p01"
"RmaAA338_10280","","hypothetical protein","4","4","1","1","2178","1","1988","","302","323","312","179fc4b66b5fe7c86a05d012dd5a340c_4117","2124b6b02b7cef79fdc244b38ecf46bc_7829","RmaAA213_10170.p01","RmaAA338_10280.p01"
"dnaG","","DNA primase","4","4","1","1","2174","1","1984","","1859","1859","1859","179fc4b66b5fe7c86a05d012dd5a340c_4140","2124b6b02b7cef79fdc244b38ecf46bc_7810","RmaAA213_10210.p01","RmaAA338_10320.p01"
"Rmar_0979","","hypothetical protein","4","4","1","1","2172","1","1982","","893","896","893","179fc4b66b5fe7c86a05d012dd5a340c_4149","2124b6b02b7cef79fdc244b38ecf46bc_7802","RmaAA213_10230.p01","RmaAA338_10340.p01"
"RmaAA338_10380","","sulfurtransferase","4","4","1","1","2168","1","1978","","869","869","869","179fc4b66b5fe7c86a05d012dd5a340c_4165","2124b6b02b7cef79fdc244b38ecf46bc_7786","RmaAA213_10270.p01","RmaAA338_10380.p01"
"RmaAA213_10330","","heat shock protein Hsp20","4","4","1","1","2162","1","1972","","446","446","446","179fc4b66b5fe7c86a05d012dd5a340c_4191","2124b6b02b7cef79fdc244b38ecf46bc_7762","RmaAA213_10330.p01","RmaAA338_10440.p01"
"RmaAA213_10350","","tungsten formylmethanofuran dehydrogenase subunit E","4","4","1","1","2160","1","1970","","2060","2132","2096","179fc4b66b5fe7c86a05d012dd5a340c_4200","2124b6b02b7cef79fdc244b38ecf46bc_7753","RmaAA213_10350.p01","RmaAA338_10460.p01"
"Rmar_0996","","peptidase S9","4","4","1","1","2155","1","1965","","2315","2315","2315","179fc4b66b5fe7c86a05d012dd5a340c_4223","2124b6b02b7cef79fdc244b38ecf46bc_7733","RmaAA213_10400.p01","RmaAA338_10510.p01"
"ddl","","D-alanine--D-alanine ligase","4","4","1","1","2153","1","1963","","1244","1244","1244","179fc4b66b5fe7c86a05d012dd5a340c_4231","2124b6b02b7cef79fdc244b38ecf46bc_7724","RmaAA213_10420.p01","RmaAA338_10530.p01"
"Rmar_1010","","nitroreductase","4","4","1","1","2141","1","1951","","1085","1085","1085","179fc4b66b5fe7c86a05d012dd5a340c_4280","2124b6b02b7cef79fdc244b38ecf46bc_7688","RmaAA213_10540.p01","RmaAA338_10650.p01"
"ppk","","Polyphosphate kinase","4","4","1","1","2140","1","1950","","2189","2189","2189","179fc4b66b5fe7c86a05d012dd5a340c_4284","2124b6b02b7cef79fdc244b38ecf46bc_7684","RmaAA213_10550.p01","RmaAA338_10660.p01"
"Rmar_1026","","alkyl hydroperoxide reductase AhpD","4","4","1","1","2129","1","1939","","383","383","383","179fc4b66b5fe7c86a05d012dd5a340c_4344","2124b6b02b7cef79fdc244b38ecf46bc_7657","RmaAA213_10650.p01","RmaAA338_10760.p01"
"trpS","","tryptophan--tRNA ligase","4","4","1","1","2107","1","1917","","995","1064","1046","179fc4b66b5fe7c86a05d012dd5a340c_4416","2124b6b02b7cef79fdc244b38ecf46bc_7572","RmaAA213_10870.p01","RmaAA338_10980.p01"
"trpD","","anthranilate phosphoribosyltransferase","4","4","1","1","2105","1","1915","","1049","1049","1049","179fc4b66b5fe7c86a05d012dd5a340c_4424","2124b6b02b7cef79fdc244b38ecf46bc_7564","RmaAA213_10890.p01","RmaAA338_11000.p01"
"trpC","","Indole-3-glycerol-phosphate synthase","4","4","1","1","2104","1","1914","","821","935","878","179fc4b66b5fe7c86a05d012dd5a340c_4428","2124b6b02b7cef79fdc244b38ecf46bc_7560","RmaAA213_10900.p01","RmaAA338_11010.p01"
"RmaAA338_11060","","hypothetical protein","4","4","1","1","2099","1","1909","","1157","1157","1157","179fc4b66b5fe7c86a05d012dd5a340c_4444","2124b6b02b7cef79fdc244b38ecf46bc_7544","RmaAA213_10950.p01","RmaAA338_11060.p01"
"tmk","","thymidylate kinase","4","4","1","1","164","1","2239","","662","716","675","179fc4b66b5fe7c86a05d012dd5a340c_682","2124b6b02b7cef79fdc244b38ecf46bc_639","RmaAA213_01610.p01","RmaAA338_01530.p01"
"Rhom172_1821","","hypothetical protein","4","4","1","1","2096","1","1906","","317","335","321","179fc4b66b5fe7c86a05d012dd5a340c_4461","2124b6b02b7cef79fdc244b38ecf46bc_7532","RmaAA213_10980.p01","RmaAA338_11090.p01"
"RmaAA213_11010","","mechanosensitive ion channel protein MscS","4","4","1","1","2093","1","1903","","947","947","947","179fc4b66b5fe7c86a05d012dd5a340c_4473","2124b6b02b7cef79fdc244b38ecf46bc_7520","RmaAA213_11010.p01","RmaAA338_11120.p01"
"Rmar_1060","","vitamin K epoxide reductase","4","4","1","1","2091","1","1901","","1229","1229","1229","179fc4b66b5fe7c86a05d012dd5a340c_4481","2124b6b02b7cef79fdc244b38ecf46bc_7512","RmaAA213_11030.p01","RmaAA338_11140.p01"
"Rmar_1066","","Amidase","4","4","1","1","2085","1","1895","","1700","1700","1700","179fc4b66b5fe7c86a05d012dd5a340c_4508","2124b6b02b7cef79fdc244b38ecf46bc_4209","RmaAA213_11090.p01","RmaAA338_11200.p01"
"RmaAA213_11170","","DNA-directed RNA polymerase sigma-70 factor","4","4","1","1","2077","1","1887","","563","563","563","179fc4b66b5fe7c86a05d012dd5a340c_4550","2124b6b02b7cef79fdc244b38ecf46bc_4246","RmaAA213_11170.p01","RmaAA338_11280.p01"
"aguA","","Alpha-glucuronidase","4","4","1","1","2073","1","1883","","2180","2180","2180","179fc4b66b5fe7c86a05d012dd5a340c_4569","2124b6b02b7cef79fdc244b38ecf46bc_4263","RmaAA213_11210.p01","RmaAA338_11320.p01"
"RmaAA338_01550","","hypothetical protein","4","4","1","1","166","1","2241","","368","779","573","179fc4b66b5fe7c86a05d012dd5a340c_690","2124b6b02b7cef79fdc244b38ecf46bc_647","RmaAA213_01630.p01","RmaAA338_01550.p01"
"RmaAA213_11300","","hypothetical protein","4","4","1","1","2064","1","1874","","671","671","671","179fc4b66b5fe7c86a05d012dd5a340c_4600","2124b6b02b7cef79fdc244b38ecf46bc_4297","RmaAA213_11300.p01","RmaAA338_11410.p01"
"RmaAA338_11520","","protein of unknown function DUF45","4","4","1","1","2053","1","1863","","302","344","323","179fc4b66b5fe7c86a05d012dd5a340c_4628","2124b6b02b7cef79fdc244b38ecf46bc_4325","RmaAA213_11410.p01","RmaAA338_11520.p01"
"ispF","","2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase","4","4","1","1","2048","1","1858","","494","494","494","179fc4b66b5fe7c86a05d012dd5a340c_4649","2124b6b02b7cef79fdc244b38ecf46bc_4345","RmaAA213_11460.p01","RmaAA338_11570.p01"
"RmaAA213_11470","","hypothetical protein","4","4","1","1","2047","1","1857","","623","623","623","179fc4b66b5fe7c86a05d012dd5a340c_4653","2124b6b02b7cef79fdc244b38ecf46bc_4349","RmaAA213_11470.p01","RmaAA338_11580.p01"
"rpmA","","50S ribosomal protein L27","4","4","1","1","2031","1","1841","","242","260","251","179fc4b66b5fe7c86a05d012dd5a340c_4717","2124b6b02b7cef79fdc244b38ecf46bc_4412","RmaAA213_11590.p01","RmaAA338_11700.p01"
"rplU","","50S ribosomal protein L21","4","4","1","1","2030","1","1840","","356","356","356","179fc4b66b5fe7c86a05d012dd5a340c_4721","2124b6b02b7cef79fdc244b38ecf46bc_4416","RmaAA213_11600.p01","RmaAA338_11710.p01"
"mtgA","","monofunctional biosynthetic peptidoglycan transglycosylase","4","4","1","1","2026","1","1836","","671","671","671","179fc4b66b5fe7c86a05d012dd5a340c_4734","2124b6b02b7cef79fdc244b38ecf46bc_7000","RmaAA213_11640.p01","RmaAA338_11750.p01"
"Rmar_1120","","UPF0403 protein","4","4","1","1","2022","1","1832","","515","515","515","179fc4b66b5fe7c86a05d012dd5a340c_4751","2124b6b02b7cef79fdc244b38ecf46bc_6987","RmaAA213_11680.p01","RmaAA338_11790.p01"
"Rmar_1125","","undecaprenyl-phosphate galactose phosphotransferase WbaP","4","4","1","1","2017","1","1827","","1511","1511","1511","179fc4b66b5fe7c86a05d012dd5a340c_4772","2124b6b02b7cef79fdc244b38ecf46bc_6967","RmaAA213_11730.p01","RmaAA338_11840.p01"
"RmaAA338_11850","","capsular exopolysaccharide family","4","4","1","1","2016","1","1826","","2372","2372","2372","179fc4b66b5fe7c86a05d012dd5a340c_4776","2124b6b02b7cef79fdc244b38ecf46bc_6963","RmaAA213_11740.p01","RmaAA338_11850.p01"
"trx","","thioredoxin","4","4","1","1","184","1","2259","","347","359","356","179fc4b66b5fe7c86a05d012dd5a340c_782","2124b6b02b7cef79fdc244b38ecf46bc_684","RmaAA213_01800.p01","RmaAA338_01680.p01"
"RmaAA213_12040","","hypothetical protein","4","4","1","1","1986","1","1796","","1445","1445","1445","179fc4b66b5fe7c86a05d012dd5a340c_4842","2124b6b02b7cef79fdc244b38ecf46bc_6862","RmaAA213_12040.p01","RmaAA338_12060.p01"
"RmaAA213_12060","","glycosyl transferase group 1","4","4","1","1","1984","1","1794","","1157","1160","1159","179fc4b66b5fe7c86a05d012dd5a340c_4850","2124b6b02b7cef79fdc244b38ecf46bc_6854","RmaAA213_12060.p01","RmaAA338_12080.p01"
"RmaAA338_12380","","electron transporter","4","4","1","1","1954","1","1764","","848","851","849","179fc4b66b5fe7c86a05d012dd5a340c_4971","2124b6b02b7cef79fdc244b38ecf46bc_6778","RmaAA213_12360.p01","RmaAA338_12380.p01"
"RmaAA213_12490","","lipase","4","4","1","1","1940","1","1750","","860","860","860","179fc4b66b5fe7c86a05d012dd5a340c_5028","2124b6b02b7cef79fdc244b38ecf46bc_6722","RmaAA213_12490.p01","RmaAA338_12500.p01"
"RmaAA213_12570","","hypothetical protein","4","4","1","1","1932","1","1742","","311","311","311","179fc4b66b5fe7c86a05d012dd5a340c_5062","2124b6b02b7cef79fdc244b38ecf46bc_6697","RmaAA213_12570.p01","RmaAA338_12580.p01"
"hemF","","Coproporphyrinogen oxidase","4","4","1","1","1931","1","1741","","980","983","982","179fc4b66b5fe7c86a05d012dd5a340c_5066","2124b6b02b7cef79fdc244b38ecf46bc_6693","RmaAA213_12580.p01","RmaAA338_12590.p01"
"Rhom172_0790","","MFS transporter","4","4","1","1","933","1","743","","1259","1259","1259","179fc4b66b5fe7c86a05d012dd5a340c_8806","2124b6b02b7cef79fdc244b38ecf46bc_3294","RmaAA213_22490.p01","RmaAA338_22550.p01"
"pdxH","","pyridoxine/pyridoxamine 5'-phosphate oxidase","4","4","1","1","190","1","2265","","641","641","641","179fc4b66b5fe7c86a05d012dd5a340c_806","2124b6b02b7cef79fdc244b38ecf46bc_708","RmaAA213_01860.p01","RmaAA338_01740.p01"
"Rhom172_1605","","hypothetical protein","4","4","1","1","1916","1","1726","","443","443","443","179fc4b66b5fe7c86a05d012dd5a340c_5135","2124b6b02b7cef79fdc244b38ecf46bc_6632","RmaAA213_12730.p01","RmaAA338_12740.p01"
"murA","","UDP-N-acetylglucosamine 1-carboxyvinyltransferase","4","4","1","1","1911","1","1721","","1319","1319","1319","179fc4b66b5fe7c86a05d012dd5a340c_5155","2124b6b02b7cef79fdc244b38ecf46bc_5223","RmaAA213_12780.p01","RmaAA338_12790.p01"
"Rhom172_1264","","hypothetical protein","4","4","1","1","1904","1","1714","","1193","1193","1193","179fc4b66b5fe7c86a05d012dd5a340c_5181","2124b6b02b7cef79fdc244b38ecf46bc_5248","RmaAA213_12850.p01","RmaAA338_12860.p01"
"ligA","","DNA ligase","4","4","1","1","1902","1","1712","","2138","2138","2138","179fc4b66b5fe7c86a05d012dd5a340c_5189","2124b6b02b7cef79fdc244b38ecf46bc_5256","RmaAA213_12870.p01","RmaAA338_12880.p01"
"RmaAA338_12930","","hypothetical protein","4","4","1","1","1897","1","1707","","206","212","209","179fc4b66b5fe7c86a05d012dd5a340c_5208","2124b6b02b7cef79fdc244b38ecf46bc_5272","RmaAA213_12920.p01","RmaAA338_12930.p01"
"RmaAA213_01870","","hypothetical protein","4","4","1","1","3013","1","2266","","446","446","446","179fc4b66b5fe7c86a05d012dd5a340c_811","2124b6b02b7cef79fdc244b38ecf46bc_713","RmaAA213_01870.p01","RmaAA338_01750.p01"
"RmaAA338_12960","","GntR family transcriptional regulator","4","4","1","1","1894","1","1704","","917","917","917","179fc4b66b5fe7c86a05d012dd5a340c_5221","2124b6b02b7cef79fdc244b38ecf46bc_5284","RmaAA213_12950.p01","RmaAA338_12960.p01"
"pruA","","delta-1-pyrroline-5-carboxylate dehydrogenase","4","4","1","1","1892","1","1702","","1670","1670","1670","179fc4b66b5fe7c86a05d012dd5a340c_5229","2124b6b02b7cef79fdc244b38ecf46bc_5292","RmaAA213_12970.p01","RmaAA338_12980.p01"
"adk","","adenylate kinase","4","4","1","1","1889","1","1699","","647","647","647","179fc4b66b5fe7c86a05d012dd5a340c_5244","2124b6b02b7cef79fdc244b38ecf46bc_5303","RmaAA213_12990.p01","RmaAA338_13000.p01"
"idsA","","Polyprenyl synthetase","4","4","1","1","1888","1","1698","","992","992","992","179fc4b66b5fe7c86a05d012dd5a340c_5248","2124b6b02b7cef79fdc244b38ecf46bc_5307","RmaAA213_13000.p01","RmaAA338_13010.p01"
