"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_000145615.1","GCA_000189775.3","GCA_000307585.2","GCA_000328545.1","GCA_002250075.1"
"Thexy_1250","","Tyrosine recombinase xerC","2","2","1","1","2376","1","1133","","983","983","983","","af9d275dc4cc622cb84d6cc9ce503ea4_5187","Tsac_1863.p01","",""
"Tsac_1862","","SOS-response transcriptional repressor, LexA","2","2","1","1","2375","1","1132","","623","623","623","","af9d275dc4cc622cb84d6cc9ce503ea4_5191","Tsac_1862.p01","",""
"Tsac_1860","","stage V sporulation protein K","2","2","1","1","2373","1","1130","","890","890","890","","af9d275dc4cc622cb84d6cc9ce503ea4_5199","Tsac_1860.p01","",""
"Tsac_1854","","Conserved hypothetical protein CHP00282","2","2","1","1","2367","1","1124","","779","779","779","","af9d275dc4cc622cb84d6cc9ce503ea4_5223","Tsac_1854.p01","",""
"Thexy_1263","","protein of unknown function DUF87","2","2","1","1","2363","1","1120","","1598","1598","1598","","af9d275dc4cc622cb84d6cc9ce503ea4_5239","Tsac_1850.p01","",""
"Thexy_1269","","CDP-diacylglycerol/glycerol-3-phosphate 3-phosphatidyltransferase","2","2","1","1","2357","1","1114","","536","536","536","","af9d275dc4cc622cb84d6cc9ce503ea4_5263","Tsac_1844.p01","",""
"Thexy_0870","","LmbE family protein","2","2","1","1","872","1","2045","","1409","1409","1409","","af9d275dc4cc622cb84d6cc9ce503ea4_3655","Tsac_2375.p01","",""
"Tsac_1839","","aspartate kinase","2","2","1","1","2352","1","1109","","1238","1238","1238","","af9d275dc4cc622cb84d6cc9ce503ea4_5283","Tsac_1839.p01","",""
"Tsac_1826","","translation initiation factor IF-2","2","2","1","1","2340","1","1097","","2054","2054","2054","","af9d275dc4cc622cb84d6cc9ce503ea4_5331","Tsac_1826.p01","",""
"Tsac_1823","","Ribosome maturation factor rimP","2","2","1","1","2336","1","1093","","455","455","455","","af9d275dc4cc622cb84d6cc9ce503ea4_5347","Tsac_1823.p01","",""
"Tsac_1810","","hypothetical protein","2","2","1","1","2323","1","1080","","272","272","272","","af9d275dc4cc622cb84d6cc9ce503ea4_5400","Tsac_1810.p01","",""
"Thexy_1305","","RNA polymerase, sigma 28 subunit, FliA/WhiG","2","2","1","1","2321","1","1078","","740","740","740","","af9d275dc4cc622cb84d6cc9ce503ea4_5408","Tsac_1808.p01","",""
"Thexy_1306","","CheD","2","2","1","1","2320","1","1077","","488","488","488","","af9d275dc4cc622cb84d6cc9ce503ea4_5412","Tsac_1807.p01","",""
"Thexy_1307","","CheC, inhibitor of MCP methylation","2","2","1","1","2319","1","1076","","614","614","614","","af9d275dc4cc622cb84d6cc9ce503ea4_5416","Tsac_1806.p01","",""
"Tsac_1800","","flagellar biosynthesis protein FlhA","2","2","1","1","2313","1","1070","","2021","2021","2021","","af9d275dc4cc622cb84d6cc9ce503ea4_5440","Tsac_1800.p01","",""
"Tsac_1799","","flagellar biosynthetic protein FlhB","2","2","1","1","2312","1","1069","","1073","1073","1073","","af9d275dc4cc622cb84d6cc9ce503ea4_5444","Tsac_1799.p01","",""
"Tsac_1798","","flagellar biosynthetic protein FliR","2","2","1","1","2311","1","1068","","782","782","782","","af9d275dc4cc622cb84d6cc9ce503ea4_5448","Tsac_1798.p01","",""
"Tsac_1797","","flagellar biosynthetic protein FliQ","2","2","1","1","2310","1","1067","","269","269","269","","af9d275dc4cc622cb84d6cc9ce503ea4_5452","Tsac_1797.p01","",""
"Thexy_1320","","CheC, inhibitor of MCP methylation / FliN fusion protein","2","2","1","1","2306","1","1063","","1118","1118","1118","","af9d275dc4cc622cb84d6cc9ce503ea4_5469","Tsac_1793.p01","",""
"Thexy_1321","","flagellar motor switch protein FliM","2","2","1","1","2305","1","1062","","989","989","989","","af9d275dc4cc622cb84d6cc9ce503ea4_5473","Tsac_1792.p01","",""
"Tsac_1789","","flagellar hook-basal body protein","2","2","1","1","2302","1","1059","","1274","1274","1274","","af9d275dc4cc622cb84d6cc9ce503ea4_5486","Tsac_1789.p01","",""
"Thexy_1325","","flagellar hook capping protein","2","2","1","1","2301","1","1058","","404","404","404","","af9d275dc4cc622cb84d6cc9ce503ea4_5490","Tsac_1788.p01","",""
"Thexy_1332","","flagellar M-ring protein FliF","2","2","1","1","2294","1","1051","","1508","1508","1508","","af9d275dc4cc622cb84d6cc9ce503ea4_5519","Tsac_1781.p01","",""
"Thexy_1333","","Flagellar hook-basal body complex protein fliE","2","2","1","1","2293","1","1050","","284","287","285","","af9d275dc4cc622cb84d6cc9ce503ea4_5523","Tsac_1780.p01","",""
"Tsac_1767","","50S ribosomal protein L19","2","2","1","1","2280","1","1037","","338","338","338","","af9d275dc4cc622cb84d6cc9ce503ea4_5575","Tsac_1767.p01","",""
"Thexy_1357","","Ribonuclease 3","2","2","1","1","2269","1","1026","","698","698","698","","af9d275dc4cc622cb84d6cc9ce503ea4_5619","Tsac_1756.p01","",""
"Thexy_1362","","enoyl-(acyl-carrier-protein) reductase II","2","2","1","1","2264","1","1021","","947","947","947","","af9d275dc4cc622cb84d6cc9ce503ea4_5639","Tsac_1751.p01","",""
"Thexy_1364","","Phosphate acyltransferase","2","2","1","1","2262","1","1019","","1001","1001","1001","","af9d275dc4cc622cb84d6cc9ce503ea4_5647","Tsac_1749.p01","",""
"Thexy_1365","","Transcription factor fapR","2","2","1","1","2261","1","1018","","590","590","590","","af9d275dc4cc622cb84d6cc9ce503ea4_5651","Tsac_1748.p01","",""
"Thexy_1367","","protein of unknown function DUF177","2","2","1","1","2259","1","1016","","491","491","491","","af9d275dc4cc622cb84d6cc9ce503ea4_5659","Tsac_1746.p01","",""
"Tsac_1745","","acetate kinase","2","2","1","1","2258","1","1015","","1202","1202","1202","","af9d275dc4cc622cb84d6cc9ce503ea4_5663","Tsac_1745.p01","",""
"Thexy_1372","","vacuolar-type H -ATPase subunit H","2","2","1","1","2254","1","1011","","464","464","464","","af9d275dc4cc622cb84d6cc9ce503ea4_5680","Tsac_1741.p01","",""
"Thexy_1379","","protein of unknown function DUF322","2","2","1","1","2247","1","1004","","350","350","350","","af9d275dc4cc622cb84d6cc9ce503ea4_5708","Tsac_1733.p01","",""
"Thexy_1381","","hypothetical protein","2","2","1","1","2245","1","1002","","92","92","92","","af9d275dc4cc622cb84d6cc9ce503ea4_5716","Tsac_1731.p01","",""
"Tsac_1730","","hypothetical protein","2","2","1","1","2244","1","1001","","185","185","185","","af9d275dc4cc622cb84d6cc9ce503ea4_5720","Tsac_1730.p01","",""
"Tsac_1719","","Peptide deformylase","2","2","1","1","2233","1","990","","476","476","476","","af9d275dc4cc622cb84d6cc9ce503ea4_5764","Tsac_1719.p01","",""
"Thexy_1412","","Bifunctional protein pyrR","2","2","1","1","2214","1","971","","533","533","533","","af9d275dc4cc622cb84d6cc9ce503ea4_5849","Tsac_1701.p01","",""
"Thexy_1416","","(p)ppGpp synthetase I, SpoT/RelA","2","2","1","1","2210","1","967","","2156","2156","2156","","af9d275dc4cc622cb84d6cc9ce503ea4_5865","Tsac_1696.p01","",""
"Thexy_1422","","protein-export membrane protein SecD","2","2","1","1","2204","1","961","","1235","1235","1235","","af9d275dc4cc622cb84d6cc9ce503ea4_5889","Tsac_1690.p01","",""
"Thexy_1438","","UPF0082 protein yeeN","2","2","1","1","2188","1","945","","734","734","734","","af9d275dc4cc622cb84d6cc9ce503ea4_5954","Tsac_1677.p01","",""
"Tsac_1673","","hypothetical protein","2","2","1","1","2183","1","940","","239","239","239","","af9d275dc4cc622cb84d6cc9ce503ea4_5976","Tsac_1673.p01","",""
"Thexy_1455","","protein of unknown function DUF156","2","2","1","1","2171","1","928","","272","272","272","","af9d275dc4cc622cb84d6cc9ce503ea4_6023","Tsac_1997.p01","",""
"Tsac_2004","","transketolase","2","2","1","1","2164","1","921","","1985","1985","1985","","af9d275dc4cc622cb84d6cc9ce503ea4_6054","Tsac_2004.p01","",""
"Tsac_2007","","hypothetical protein","2","2","1","1","2161","1","918","","137","137","137","","af9d275dc4cc622cb84d6cc9ce503ea4_6070","Tsac_2007.p01","",""
"Thexy_1481","","protein of unknown function YGGT","2","2","1","1","2145","1","902","","290","290","290","","af9d275dc4cc622cb84d6cc9ce503ea4_6134","Tsac_2024.p01","",""
"Thexy_R0068","","tRNA-Ala","2","2","1","1","2139","1","896","","72","72","72","","af9d275dc4cc622cb84d6cc9ce503ea4_6157","Tsac_R0047.r01","",""
"Thexy_1489","","hypothetical protein","2","2","1","1","2136","1","893","","188","188","188","","af9d275dc4cc622cb84d6cc9ce503ea4_6172","","","Thert_00034.p01"
"Tsac_2039","","phosphotransferase ydiA","2","2","1","1","2132","1","889","","815","815","815","","af9d275dc4cc622cb84d6cc9ce503ea4_6189","Tsac_2039.p01","",""
"Tsac_2041","","ubiquitin-associated- domain-containing protein","2","2","1","1","2130","1","887","","401","401","401","","af9d275dc4cc622cb84d6cc9ce503ea4_6197","Tsac_2041.p01","",""
"Thexy_1787","","hypothetical protein","2","2","1","1","1845","1","602","","521","710","615","","af9d275dc4cc622cb84d6cc9ce503ea4_7385","","","Thert_02709.p01"
"Tsac_2060","","heat-inducible transcription repressor HrcA","2","2","1","1","2111","1","868","","1034","1034","1034","","af9d275dc4cc622cb84d6cc9ce503ea4_6273","Tsac_2060.p01","",""
"Tsac_2070","","30S ribosomal protein S20","2","2","1","1","2101","1","858","","266","266","266","","af9d275dc4cc622cb84d6cc9ce503ea4_6316","Tsac_2070.p01","",""
"Tsac_2076","","transcriptional regulator, MarR family","2","2","1","1","2095","1","852","","440","440","440","","af9d275dc4cc622cb84d6cc9ce503ea4_6340","Tsac_2076.p01","",""
"Tsac_2077","","Sulfate-transporting ATPase","2","2","1","1","2094","1","851","","800","800","800","","af9d275dc4cc622cb84d6cc9ce503ea4_6344","Tsac_2077.p01","",""
"Tsac_2078","","ABC-2 type transporter","2","2","1","1","2093","1","850","","830","830","830","","af9d275dc4cc622cb84d6cc9ce503ea4_6348","Tsac_2078.p01","",""
"Tsac_2080","","Sporulation stage 0, Spo0E-like regulatory phosphatase","2","2","1","1","2091","1","848","","194","194","194","","af9d275dc4cc622cb84d6cc9ce503ea4_6356","Tsac_2080.p01","",""
"Thexy_1537","","branched-chain amino acid aminotransferase","2","2","1","1","2088","1","845","","872","872","872","","af9d275dc4cc622cb84d6cc9ce503ea4_6368","Tsac_2083.p01","",""
"Thexy_1861","","hypothetical protein","2","2","1","1","1777","1","534","","722","1631","1176","","af9d275dc4cc622cb84d6cc9ce503ea4_7667","","","Thert_01721.p01"
"Tsac_2084","","4Fe-4S ferredoxin iron-sulfur binding domain-containing protein","2","2","1","1","2087","1","844","","170","170","170","","af9d275dc4cc622cb84d6cc9ce503ea4_6372","Tsac_2084.p01","",""
"Tsac_2094","","phosphatidylglycerophosphatase A","2","2","1","1","2078","1","835","","470","470","470","","af9d275dc4cc622cb84d6cc9ce503ea4_6415","Tsac_2094.p01","",""
"Tsac_2100","","YheO-like domain-containing protein","2","2","1","1","2072","1","829","","656","656","656","","af9d275dc4cc622cb84d6cc9ce503ea4_6439","Tsac_2100.p01","",""
"Thexy_1555","","iojap-like protein","2","2","1","1","2071","1","828","","362","362","362","","af9d275dc4cc622cb84d6cc9ce503ea4_6443","Tsac_2101.p01","",""
"Thexy_1568","","Methylglyoxal synthase","2","2","1","1","2058","1","815","","395","395","395","","af9d275dc4cc622cb84d6cc9ce503ea4_6495","Tsac_2114.p01","",""
"Thexy_1573","","penicillin-binding protein 2","2","2","1","1","2053","1","810","","2312","2312","2312","","af9d275dc4cc622cb84d6cc9ce503ea4_6516","Tsac_2119.p01","",""
"Tsac_2123","","DNA repair protein RadC","2","2","1","1","2049","1","806","","704","704","704","","af9d275dc4cc622cb84d6cc9ce503ea4_6533","Tsac_2123.p01","",""
"Thexy_1579","","hypothetical protein","2","2","1","1","2047","1","804","","251","251","251","","af9d275dc4cc622cb84d6cc9ce503ea4_6542","Tsac_2125.p01","",""
"Thexy_1583","","histidine kinase","2","2","1","1","2043","1","800","","545","545","545","","af9d275dc4cc622cb84d6cc9ce503ea4_6558","Tsac_2129.p01","",""
"Tsac_2130","","NADH dehydrogenase (ubiquinone) 24 kDa subunit","2","2","1","1","2042","1","799","","482","482","482","","af9d275dc4cc622cb84d6cc9ce503ea4_6562","Tsac_2130.p01","",""
"Tsac_2132","","DRTGG domain protein","2","2","1","1","2040","1","797","","329","329","329","","af9d275dc4cc622cb84d6cc9ce503ea4_6570","Tsac_2132.p01","",""
"Thexy_1595","","Quinolinate phosphoribosyl transferase","2","2","1","1","2031","1","788","","1034","1034","1034","","af9d275dc4cc622cb84d6cc9ce503ea4_6610","Tsac_2141.p01","",""
"Tsac_2144","","Dephospho-CoA kinase","2","2","1","1","2028","1","785","","599","599","599","","af9d275dc4cc622cb84d6cc9ce503ea4_6623","Tsac_2144.p01","",""
"Thexy_1599","","DNA polymerase I","2","2","1","1","2027","1","784","","2603","2603","2603","","af9d275dc4cc622cb84d6cc9ce503ea4_6627","Tsac_2145.p01","",""
"Thexy_1601","","RNA polymerase, sigma-24 subunit, ECF subfamily","2","2","1","1","2025","1","782","","557","557","557","","af9d275dc4cc622cb84d6cc9ce503ea4_6635","Tsac_2147.p01","",""
"Thexy_1627","","alanine dehydrogenase","2","2","1","1","2000","1","757","","1121","1121","1121","","af9d275dc4cc622cb84d6cc9ce503ea4_6741","Tsac_2175.p01","",""
"Thexy_1659","","2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase","2","2","1","1","1969","1","726","","713","713","713","","af9d275dc4cc622cb84d6cc9ce503ea4_6868","Tsac_1521.p01","",""
"Thexy_1681","","hypothetical protein","2","2","1","1","1947","1","704","","233","233","233","","af9d275dc4cc622cb84d6cc9ce503ea4_6961","Tsac_1499.p01","",""
"Tsac_1497","","GCN5-related N-acetyltransferase","2","2","1","1","1945","1","702","","539","539","539","","af9d275dc4cc622cb84d6cc9ce503ea4_6969","Tsac_1497.p01","",""
"Thexy_1698","","hypothetical protein","2","2","1","1","1931","1","688","","332","332","332","","af9d275dc4cc622cb84d6cc9ce503ea4_7027","Tsac_1481.p01","",""
"Tsac_1456","","extracellular solute-binding protein family 1","2","2","1","1","1897","1","654","","1679","1685","1682","","af9d275dc4cc622cb84d6cc9ce503ea4_7173","Tsac_1456.p01","",""
"Thethe_00246","","NAD(FAD)-dependent dehydrogenase","2","2","1","","","","","","1724","2465","2094","","","","5840733bfae2da7714a13ada5e214277_989","Thert_01669.p01"
"Tsac_1445","","ABC-type transporter, integral membrane subunit","2","2","1","1","1885","1","642","","968","971","969","","af9d275dc4cc622cb84d6cc9ce503ea4_7221","Tsac_1445.p01","",""
"Thexy_1763","","hypothetical protein","2","2","1","1","1867","1","624","","419","419","419","","af9d275dc4cc622cb84d6cc9ce503ea4_7295","","5840733bfae2da7714a13ada5e214277_3581",""
"Thert_02724","","SNF2-related protein","2","2","1","1","1855","1","612","","2792","2792","2792","","af9d275dc4cc622cb84d6cc9ce503ea4_7344","","","Thert_02724.p01"
"Thethe_02068","","spermidine putrescine ABC transporter substrate-binding protein","2","2","1","","","","","","740","1091","915","","","","5840733bfae2da7714a13ada5e214277_8196","Thert_00458.p01"
"Thexy_1788","","hypothetical protein","2","2","1","1","1844","1","601","","212","212","212","","af9d275dc4cc622cb84d6cc9ce503ea4_7389","","","Thert_02708.p01"
"Thexy_1789","","hypothetical protein","2","2","1","1","1843","1","600","","638","638","638","","af9d275dc4cc622cb84d6cc9ce503ea4_7393","","","Thert_02707.p01"
"Thexy_1821","","ATP synthase epsilon chain","2","2","1","1","1816","1","573","","413","413","413","","af9d275dc4cc622cb84d6cc9ce503ea4_7509","Tsac_1426.p01","",""
"Tsac_1421","","ATP synthase subunit b","2","2","1","1","1811","1","568","","488","488","488","","af9d275dc4cc622cb84d6cc9ce503ea4_7529","Tsac_1421.p01","",""
"Tsac_1420","","ATP synthase subunit c","2","2","1","1","1810","1","567","","224","224","224","","af9d275dc4cc622cb84d6cc9ce503ea4_7534","Tsac_1420.p01","",""
"Tsac_1417","","anti-sigma H sporulation factor, LonB","2","2","1","1","1807","1","564","","2318","2324","2321","","af9d275dc4cc622cb84d6cc9ce503ea4_7546","Tsac_1417.p01","",""
"Thert_01426","","site-specific recombinase","2","2","1","","","","","","743","893","818","","","","5840733bfae2da7714a13ada5e214277_8369","Thert_01426.p01"
"Thexy_1844","","protein of unknown function DUF362","2","2","1","1","1793","1","550","","929","929","929","","af9d275dc4cc622cb84d6cc9ce503ea4_7602","Tsac_1395.p01","",""
"Tsac_2658","","flagellar protein FliS","2","2","1","1","1772","1","529","","386","386","386","","af9d275dc4cc622cb84d6cc9ce503ea4_7687","Tsac_2658.p01","",""
"Tsac_0004","","Peroxiredoxin","2","2","1","1","1736","1","493","","500","500","500","","af9d275dc4cc622cb84d6cc9ce503ea4_7831","Tsac_0004.p01","",""
"Thexy_1906","","Spore germination protein-like Gmad2","2","2","1","1","1729","1","486","","1454","1454","1454","","af9d275dc4cc622cb84d6cc9ce503ea4_7857","Tsac_0008.p01","",""
"Tsac_0009","","integral membrane sensor signal transduction histidine kinase","2","2","1","1","1728","1","485","","1394","1394","1394","","af9d275dc4cc622cb84d6cc9ce503ea4_7861","Tsac_0009.p01","",""
"Thexy_1908","","two component transcriptional regulator, winged helix family","2","2","1","1","1727","1","484","","677","677","677","","af9d275dc4cc622cb84d6cc9ce503ea4_7865","Tsac_0010.p01","",""
"Thexy_1923","","Tyrosyl-tRNA synthetase","2","2","1","1","1712","1","469","","1217","1217","1217","","af9d275dc4cc622cb84d6cc9ce503ea4_7926","Tsac_0026.p01","",""
"Thexy_1937","","ABC-type transporter, integral membrane subunit","2","2","1","1","1698","1","455","","1055","1055","1055","","af9d275dc4cc622cb84d6cc9ce503ea4_7984","Tsac_0040.p01","",""
"Thexy_1938","","Monosaccharide-transporting ATPase","2","2","1","1","1697","1","454","","1526","1526","1526","","af9d275dc4cc622cb84d6cc9ce503ea4_7988","Tsac_0041.p01","",""
"Thexy_1939","","basic membrane lipoprotein","2","2","1","1","1696","1","453","","1058","1058","1058","","af9d275dc4cc622cb84d6cc9ce503ea4_7993","Tsac_0042.p01","",""
"Tsac_0045","","hypothetical protein","2","2","1","1","1693","1","450","","1868","1868","1868","","af9d275dc4cc622cb84d6cc9ce503ea4_8005","Tsac_0045.p01","",""
"Tsac_0051","","protein of unknown function DUF125 transmembrane","2","2","1","1","1687","1","444","","1085","1085","1085","","af9d275dc4cc622cb84d6cc9ce503ea4_8031","Tsac_0051.p01","",""
"Thexy_1966","","Peptidoglycan lytic transglycosylase-related protein glycoside hydrolase family 23 protein","2","2","1","1","1669","1","426","","116","116","116","","af9d275dc4cc622cb84d6cc9ce503ea4_8109","","","Thert_00791.p01"
"Tsac_0080","","transcriptional regulator, AsnC family","2","2","1","1","1658","1","415","","488","488","488","","af9d275dc4cc622cb84d6cc9ce503ea4_8154","Tsac_0080.p01","",""
"Tsac_0117","","amino acid permease-associated region","2","2","1","1","1637","1","394","","1388","1388","1388","","af9d275dc4cc622cb84d6cc9ce503ea4_8240","Tsac_0117.p01","",""
"Tsac_0121","","Small, acid-soluble spore protein tlp","2","2","1","1","1633","1","390","","269","269","269","","af9d275dc4cc622cb84d6cc9ce503ea4_8257","Tsac_0121.p01","",""
"Thert_01389","","FMN-binding domain protein","2","2","1","","","","","","452","452","452","ad4372dd6c0e02f4056d5abcc058849f_40","","","","Thert_01389.p01"
"Thexy_2018","","integrase family protein","2","2","1","1","1621","1","378","","560","560","560","","af9d275dc4cc622cb84d6cc9ce503ea4_8307","Tsac_0132.p01","",""
"Thexy_2046","","MATE efflux family protein","2","2","1","1","1595","1","352","","1337","1337","1337","","af9d275dc4cc622cb84d6cc9ce503ea4_8417","Tsac_0160.p01","",""
