"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_001399775.1","GCA_018771645.1","GCA_028472205.1"
"TO73_1790","","ribosomal large subunit pseudouridine synthase D","1","1","1","","","","","","923","923","923","TO73_1790.p01","",""
"TO73_1791","","3-methyl-2-oxobutanoate hydroxymethyltransferase","1","1","1","","","","","","782","782","782","TO73_1791.p01","",""
"TO73_1792","","holliday junction DNA helicase RuvB","1","1","1","","","","","","971","971","971","TO73_1792.p01","",""
"TO73_1793","","hypothetical protein","1","1","1","","","","","","1037","1037","1037","TO73_1793.p01","",""
"TO73_1794","","hypothetical protein","1","1","1","","","","","","1355","1355","1355","TO73_1794.p01","",""
"TO73_1795","","cell division protein FtsH","1","1","1","","","","","","1847","1847","1847","TO73_1795.p01","",""
"TO73_1796","","aerobic glycerol-3-phosphate dehydrogenase","1","1","1","","","","","","1532","1532","1532","TO73_1796.p01","",""
"TO73_1797","","glycerol kinase","1","1","1","","","","","","1487","1487","1487","TO73_1797.p01","",""
"TO73_1798","","galactose-1-phosphate uridylyltransferase","1","1","1","","","","","","1046","1046","1046","TO73_1798.p01","",""
"TO73_1799","","hypothetical protein","1","1","1","","","","","","164","164","164","TO73_1799.p01","",""
"TO73_1800","","beta-mannosidase Man2","1","1","1","","","","","","188","188","188","TO73_1800.p01","",""
"TO73_1801","","D-alanine--D-alanine ligase","1","1","1","","","","","","965","965","965","TO73_1801.p01","",""
"TO73_1802","","peptidyl-tRNA hydrolase","1","1","1","","","","","","554","554","554","TO73_1802.p01","",""
"TO73_1803","","LSU ribosomal protein L25p","1","1","1","","","","","","617","617","617","TO73_1803.p01","",""
"TO73_1804","","ribose-phosphate pyrophosphokinase","1","1","1","","","","","","923","923","923","TO73_1804.p01","",""
"TO73_2411","","ribose-phosphate pyrophosphokinase","1","1","1","","","","","","677","677","677","TO73_2411.p01","",""
"TO73_1805","","S-ribosylhomocysteine lyase / autoinducer-2 production protein LuxS","1","1","1","","","","","","458","458","458","TO73_1805.p01","",""
"TO73_1806","","GMP synthase (glutamine-hydrolyzing)","1","1","1","","","","","","1511","1511","1511","TO73_1806.p01","",""
"TO73_1807","","hypothetical protein","1","1","1","","","","","","569","569","569","TO73_1807.p01","",""
"TO73_1808","","hypothetical protein","1","1","1","","","","","","287","287","287","TO73_1808.p01","",""
"TO73_1809","","glyoxalase family protein","1","1","1","","","","","","377","377","377","TO73_1809.p01","",""
"TO73_1810","","GAF domain-containing protein / signal transduction response regulator","1","1","1","","","","","","1496","1496","1496","TO73_1810.p01","",""
"TO73_1811","","hypothetical protein","1","1","1","","","","","","152","152","152","TO73_1811.p01","",""
"TO73_1812","","arylsulfatase regulator","1","1","1","","","","","","1376","1376","1376","TO73_1812.p01","",""
"TO73_1813","","hypothetical protein","1","1","1","","","","","","758","758","758","TO73_1813.p01","",""
"TO73_1814","","ABC transporter ATP-binding protein","1","1","1","","","","","","902","902","902","TO73_1814.p01","",""
"TO73_1815","","ribonuclease HI","1","1","1","","","","","","485","485","485","TO73_1815.p01","",""
"TO73_1816","","methylcrotonyl-CoA carboxylase carboxyl transferase subunit","1","1","1","","","","","","1652","1652","1652","TO73_1816.p01","",""
"TO73_1817","","hydroxymethylglutaryl-CoA lyase","1","1","1","","","","","","857","857","857","TO73_1817.p01","",""
"TO73_1818","","hypothetical protein","1","1","1","","","","","","395","395","395","TO73_1818.p01","",""
"TO73_1819","","hypothetical protein","1","1","1","","","","","","488","488","488","TO73_1819.p01","",""
"TO73_1820","","hypothetical protein","1","1","1","","","","","","176","176","176","TO73_1820.p01","",""
"TO73_1821","","hypothetical protein","1","1","1","","","","","","605","605","605","TO73_1821.p01","",""
"TO73_1822","","hypothetical protein","1","1","1","","","","","","353","353","353","TO73_1822.p01","",""
"TO73_1825","","tRNA(ile)-lysidine synthetase","1","1","1","","","","","","1529","1529","1529","TO73_1825.p01","",""
"TO73_1826","","hypothetical protein","1","1","1","","","","","","398","398","398","TO73_1826.p01","",""
"TO73_1827","","glycolate dehydrogenase, subunit GlcD","1","1","1","","","","","","1376","1376","1376","TO73_1827.p01","",""
"TO73_1828","","glycolate dehydrogenase, FAD-binding subunit GlcE","1","1","1","","","","","","1055","1055","1055","TO73_1828.p01","",""
"TO73_1829","","glycolate dehydrogenase, iron-sulfur subunit GlcF","1","1","1","","","","","","1256","1256","1256","TO73_1829.p01","",""
"TO73_1830","","hypothetical protein","1","1","1","","","","","","194","194","194","TO73_1830.p01","",""
"TO73_1831","","hypothetical protein","1","1","1","","","","","","1229","1229","1229","TO73_1831.p01","",""
"TO73_1832","","hypothetical protein","1","1","1","","","","","","260","260","260","TO73_1832.p01","",""
"TO73_1833","","hypothetical protein","1","1","1","","","","","","392","392","392","TO73_1833.p01","",""
"TO73_1834","","D-glycerate 2-kinase","1","1","1","","","","","","1220","1220","1220","TO73_1834.p01","",""
"TO73_1835","","putative radical SAM family protein","1","1","1","","","","","","1106","1106","1106","TO73_1835.p01","",""
"TO73_1841","","phosphoglycerate kinase","1","1","1","","","","","","1427","1427","1427","TO73_1841.p01","",""
"TO73_1842","","hypothetical protein","1","1","1","","","","","","338","338","338","TO73_1842.p01","",""
"TO73_1843","","hypothetical protein","1","1","1","","","","","","296","296","296","TO73_1843.p01","",""
"TO73_1844","","hypothetical protein","1","1","1","","","","","","311","311","311","TO73_1844.p01","",""
"TO73_1845","","threonine synthase","1","1","1","","","","","","1055","1055","1055","TO73_1845.p01","",""
"TO73_1846","","putative cytosolic protein","1","1","1","","","","","","563","563","563","TO73_1846.p01","",""
"TO73_1847","","homoserine dehydrogenase","1","1","1","","","","","","998","998","998","TO73_1847.p01","",""
"TO73_1848","","4Fe-4S ferredoxin iron-sulfur binding domain protein","1","1","1","","","","","","1226","1226","1226","TO73_1848.p01","",""
"TO73_1849","","diadenosine tetraphosphatase","1","1","1","","","","","","704","704","704","TO73_1849.p01","",""
"TO73_1850","","apolipoprotein N-acyltransferase","1","1","1","","","","","","1331","1331","1331","TO73_1850.p01","",""
"TO73_1853","","transcriptional regulator, ArsR family","1","1","1","","","","","","743","743","743","TO73_1853.p01","",""
"TO73_1854","","methyltransferase TTHA0482","1","1","1","","","","","","638","638","638","TO73_1854.p01","",""
"TO73_1855","","maltodextrin glucosidase","1","1","1","","","","","","1586","1586","1586","TO73_1855.p01","",""
"TO73_1856","","hypothetical protein","1","1","1","","","","","","224","224","224","TO73_1856.p01","",""
"TO73_1857","","tRNA(U54)-2-thioribothymidine synthetase","1","1","1","","","","","","965","965","965","TO73_1857.p01","",""
"TO73_1858","","TtuB","1","1","1","","","","","","197","197","197","TO73_1858.p01","",""
"TO73_1859","","NAD-independent protein deacetylase AcuC","1","1","1","","","","","","1124","1124","1124","TO73_1859.p01","",""
"TO73_1860","","inosine-5'-monophosphate dehydrogenase","1","1","1","","","","","","626","626","626","TO73_1860.p01","",""
"TO73_1862","","oligopeptide transport ATP-binding protein OppD","1","1","1","","","","","","1019","1019","1019","TO73_1862.p01","",""
"TO73_1863","","oligopeptide transport system permease protein OppC","1","1","1","","","","","","1352","1352","1352","TO73_1863.p01","",""
"TO73_1864","","oligopeptide transport system permease protein OppB","1","1","1","","","","","","983","983","983","TO73_1864.p01","",""
"TO73_1865","","oligopeptide ABC transporter, periplasmic oligopeptide-binding protein OppA","1","1","1","","","","","","1748","1748","1748","TO73_1865.p01","",""
"TO73_1866","","alcohol dehydrogenase","1","1","1","","","","","","1031","1031","1031","TO73_1866.p01","",""
"TO73_1867","","thioredoxin reductase","1","1","1","","","","","","1007","1007","1007","TO73_1867.p01","",""
"TO73_1868","","hypothetical protein","1","1","1","","","","","","542","542","542","TO73_1868.p01","",""
"TO73_1869","","hypothetical protein","1","1","1","","","","","","1016","1016","1016","TO73_1869.p01","",""
"TO73_1870","","putative cysteinyl-tRNA synthetase","1","1","1","","","","","","524","524","524","TO73_1870.p01","",""
"TO73_1871","","putative transmembrane protein","1","1","1","","","","","","191","191","191","TO73_1871.p01","",""
"TO73_1874","","protein secretion chaperonin CsaA","1","1","1","","","","","","329","329","329","TO73_1874.p01","",""
"TO73_1875","","glucosamine-6-phosphate deaminase (isomerizing), alternative","1","1","1","","","","","","1031","1031","1031","TO73_1875.p01","",""
"TO73_1876","","hypothetical protein","1","1","1","","","","","","233","233","233","TO73_1876.p01","",""
"TO73_1877","","toxin 1, PIN domain-containing protein","1","1","1","","","","","","398","398","398","TO73_1877.p01","",""
"TO73_1878","","excinuclease ABC subunit A","1","1","1","","","","","","2858","2858","2858","TO73_1878.p01","",""
"TO73_1879","","transcriptional regulator, TetR family","1","1","1","","","","","","593","593","593","TO73_1879.p01","",""
"TO73_1880","","hypothetical protein","1","1","1","","","","","","494","494","494","TO73_1880.p01","",""
"TO73_1881","","putative membrane protein","1","1","1","","","","","","1709","1709","1709","TO73_1881.p01","",""
"TO73_1882","","2-nitropropane dioxygenase","1","1","1","","","","","","854","854","854","TO73_1882.p01","",""
"TO73_1883","","hypothetical protein","1","1","1","","","","","","143","143","143","TO73_1883.p01","",""
"TO73_1884","","glycosyl transferase, group 2 family protein","1","1","1","","","","","","1403","1403","1403","TO73_1884.p01","",""
"TO73_1885","","hypothetical protein","1","1","1","","","","","","1148","1148","1148","TO73_1885.p01","",""
"TO73_1886","","phosphate regulon transcriptional regulatory protein PhoB (SphR)","1","1","1","","","","","","359","359","359","TO73_1886.p01","",""
"TO73_1887","","GAF sensor signal transduction histidine kinase","1","1","1","","","","","","2168","2168","2168","TO73_1887.p01","",""
"TO73_1888","","mannose-6-phosphate isomerase","1","1","1","","","","","","317","317","317","TO73_1888.p01","",""
"TO73_1889","","tRNA-Pro","1","1","1","","","","","","73","73","73","TO73_1889.r01","",""
"TO73_1891","","ribulose-phosphate 3-epimerase","1","1","1","","","","","","668","668","668","TO73_1891.p01","",""
"TO73_1892","","hypothetical protein","1","1","1","","","","","","434","434","434","TO73_1892.p01","",""
"TO73_1893","","transketolase","1","1","1","","","","","","1958","1958","1958","TO73_1893.p01","",""
"TO73_1896","","hypothetical protein","1","1","1","","","","","","221","221","221","TO73_1896.p01","",""
"TO73_1897","","DEAD-box ATP-dependent RNA helicase CshA","1","1","1","","","","","","1541","1541","1541","TO73_1897.p01","",""
"TO73_1898","","molybdopterin biosynthesis protein MoeA","1","1","1","","","","","","1214","1214","1214","TO73_1898.p01","",""
"TO73_1899","","permease","1","1","1","","","","","","1133","1133","1133","TO73_1899.p01","",""
"TO73_1900","","endonuclease III","1","1","1","","","","","","653","653","653","TO73_1900.p01","",""
"TO73_1901","","hypothetical protein","1","1","1","","","","","","371","371","371","TO73_1901.p01","",""
"TO73_1902","","methionine ABC transporter ATP-binding protein","1","1","1","","","","","","1730","1730","1730","TO73_1902.p01","",""
"TO73_1903","","hypothetical protein","1","1","1","","","","","","218","218","218","TO73_1903.p01","",""
"TO73_1904","","prolyl-tRNA synthetase, archaeal/eukaryal type","1","1","1","","","","","","1433","1433","1433","TO73_1904.p01","",""
"TO73_1905","","2,3-bisphosphoglycerate-independent phosphoglycerate mutase, archaeal type","1","1","1","","","","","","1220","1220","1220","TO73_1905.p01","",""
"TO73_1906","","hypothetical protein","1","1","1","","","","","","551","551","551","TO73_1906.p01","",""
"TO73_1907","","3'-to-5' oligoribonuclease A","1","1","1","","","","","","977","977","977","TO73_1907.p01","",""
"TO73_1908","","CRISPR-associated protein TM1812","1","1","1","","","","","","1133","1133","1133","TO73_1908.p01","",""
"TO73_1909","","CRISPR-associated RAMP Cmr6","1","1","1","","","","","","1064","1064","1064","TO73_1909.p01","",""
"TO73_1910","","CRISPR-associated RAMP Cmr5","1","1","1","","","","","","344","344","344","TO73_1910.p01","",""
"TO73_1911","","CRISPR-associated RAMP Cmr4","1","1","1","","","","","","860","860","860","TO73_1911.p01","",""
"TO73_1912","","CRISPR-associated RAMP Cmr1","1","1","1","","","","","","1196","1196","1196","TO73_1912.p01","",""
"TO73_1913","","CRISPR-associated RAMP Cmr3","1","1","1","","","","","","1106","1106","1106","TO73_1913.p01","",""
"TO73_1914","","CRISPR-associated RAMP Cmr2","1","1","1","","","","","","1754","1754","1754","TO73_1914.p01","",""
"TO73_1915","","hypothetical protein","1","1","1","","","","","","1883","1883","1883","TO73_1915.p01","",""
"TO73_1916","","hypothetical protein","1","1","1","","","","","","137","137","137","TO73_1916.p01","",""
"TO73_1920","","DnaJ/DnaK assembly factor DafA","1","1","1","","","","","","239","239","239","TO73_1920.p01","",""
"TO73_1921","","DnaJ-class molecular chaperone CbpA","1","1","1","","","","","","830","830","830","TO73_1921.p01","",""
"TO73_1922","","heat shock protein GrpE","1","1","1","","","","","","539","539","539","TO73_1922.p01","",""
"TO73_1923","","chaperone protein DnaK","1","1","1","","","","","","1874","1874","1874","TO73_1923.p01","",""
"TO73_1924","","cell division protein FtsH","1","1","1","","","","","","1874","1874","1874","TO73_1924.p01","",""
"TO73_1925","","DNA-binding protein HBsu","1","1","1","","","","","","293","293","293","TO73_1925.p01","",""
"TO73_1926","","1-acyl-sn-glycerol-3-phosphate acyltransferase","1","1","1","","","","","","629","629","629","TO73_1926.p01","",""
"TO73_1927","","endonuclease V","1","1","1","","","","","","680","680","680","TO73_1927.p01","",""
"TO73_1928","","hypothetical protein","1","1","1","","","","","","872","872","872","TO73_1928.p01","",""
"TO73_1930","","5-Enolpyruvylshikimate-3-phosphate synthase","1","1","1","","","","","","1289","1289","1289","TO73_1930.p01","",""
"TO73_1931","","cytidylate kinase","1","1","1","","","","","","626","626","626","TO73_1931.p01","",""
"TO73_1932","","hypothetical protein","1","1","1","","","","","","782","782","782","TO73_1932.p01","",""
"TO73_1933","","Dihydroneopterin triphosphate pyrophosphohydrolase","1","1","1","","","","","","365","365","365","TO73_1933.p01","",""
"TO73_1934","","3-oxoacyl-[acyl-carrier protein] reductase","1","1","1","","","","","","689","689","689","TO73_1934.p01","",""
"TO73_1935","","hypothetical protein","1","1","1","","","","","","431","431","431","TO73_1935.p01","",""
"TO73_1940","","ClpB protein","1","1","1","","","","","","2564","2564","2564","TO73_1940.p01","",""
