"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_000597845.1","GCA_000599625.1","GCA_000599645.1","GCA_000599665.1","GCA_000599685.1","GCA_000599705.1","GCA_000784925.1","GCA_000801165.1","GCA_000801185.2","GCA_000814145.2"
"ECONIH1_16430","","AraC family transcriptional regulator","4","4","1","","","","","","749","749","749","","","","CF58_23940.p01","CF59_23915.p01","CF60_23490.p01","ECONIH1_16430.p01","","",""
"CF59_23890","","membrane protein","4","4","1","","","","","","179","179","179","","","","CF58_23945.p01","CF59_23890.p01","CF60_23495.p01","ECONIH1_16435.p01","","",""
"CF60_23955","","hypothetical protein","4","4","1","","","","","","908","908","908","","","","CF58_24405.p01","CF59_24390.p01","CF60_23955.p01","ECONIH1_16900.p01","","",""
"ECONIH1_17495","","arabinose 5-phosphate isomerase","4","4","1","","","","","","983","983","983","","","","CF58_24665.p01","CF59_24650.p01","CF60_24215.p01","ECONIH1_17495.p01","","",""
"CF58_24670","","capsule biosynthesis protein","4","4","1","","","","","","1148","1148","1148","","","","CF58_24670.p01","CF59_24655.p01","CF60_24220.p01","ECONIH1_17500.p01","","",""
"CF58_24680","","3-deoxy-manno-octulosonate cytidylyltransferase","4","4","1","","","","","","740","740","740","","","","CF58_24680.p01","CF59_24665.p01","CF60_24230.p01","ECONIH1_17510.p01","","",""
"CF60_24705","","RpiR family transcriptional regulator","4","4","1","","","","","","887","887","887","","","","CF58_25170.p01","CF59_25155.p01","CF60_24705.p01","ECONIH1_18010.p01","","",""
"CF58_25175","","preprotein translocase subunit YidC","4","4","1","","","","","","947","947","947","","","","CF58_25175.p01","CF59_25160.p01","CF60_24710.p01","ECONIH1_18015.p01","","",""
"CF58_25180","","iron ABC transporter","4","4","1","","","","","","1049","1049","1049","","","","CF58_25180.p01","CF59_25165.p01","CF60_24715.p01","ECONIH1_18020.p01","","",""
"CF60_24720","","heme ABC transporter","4","4","1","","","","","","983","983","983","","","","CF58_25185.p01","CF59_25170.p01","CF60_24720.p01","ECONIH1_18025.p01","","",""
"CF58_25190","","ABC transporter","4","4","1","","","","","","809","809","809","","","","CF58_25190.p01","CF59_25175.p01","CF60_24725.p01","ECONIH1_18030.p01","","",""
"CF59_25185","","TonB-dependent receptor","4","4","1","","","","","","2141","2141","2141","","","","CF58_25200.p01","CF59_25185.p01","CF60_24735.p01","ECONIH1_18035.p01","","",""
"ECONIH1_18085","","arylsulfate sulfotransferase","4","4","1","","","","","","1796","1796","1796","","","","CF58_25255.p01","CF59_25240.p01","CF60_24790.p01","ECONIH1_18085.p01","","",""
"ECONIH1_18095","","disulfide oxidoreductase","4","4","1","","","","","","671","671","671","","","","CF58_25275.p01","CF59_25260.p01","CF60_24810.p01","ECONIH1_18095.p01","","",""
"CF58_28205","","ligand-gated channel protein","4","4","1","","","","","","1982","1982","1982","","","","CF58_28205.p01","CF59_28185.p01","CF60_27800.p01","ECONIH1_20415.p01","","",""
"ECONIH1_20425","","ABC transporter substrate-binding protein","4","4","1","","","","","","914","914","914","","","","CF58_28220.p01","CF59_28200.p01","CF60_27815.p01","ECONIH1_20425.p01","","",""
"CF58_28225","","coproporphyrinogen III oxidase","4","4","1","","","","","","1337","1337","1337","","","","CF58_28225.p01","CF59_28205.p01","CF60_27820.p01","ECONIH1_20430.p01","","",""
"CF59_28210","","ShuX","4","4","1","","","","","","494","494","494","","","","CF58_28230.p01","CF59_28210.p01","CF60_27825.p01","ECONIH1_20435.p01","","",""
"CF58_28235","","hypothetical protein","4","4","1","","","","","","623","623","623","","","","CF58_28235.p01","CF59_28215.p01","CF60_27830.p01","ECONIH1_20440.p01","","",""
"hmuV","","hemin importer ATP-binding subunit","4","4","1","","","","","","770","770","770","","","","CF58_28245.p01","CF59_28225.p01","CF60_27840.p01","ECONIH1_20450.p01","","",""
"CF58_28670","","membrane protein","4","4","1","","","","","","308","308","308","","","","CF58_28670.p01","CF59_28650.p01","CF60_28265.p01","ECONIH1_20780.p01","","",""
"CF59_28825","","toxin HicA","4","4","1","","","","","","185","185","185","","","","CF58_28845.p01","CF59_28825.p01","CF60_28440.p01","ECONIH1_20920.p01","","",""
"ECONIH1_20930","","restriction endonuclease or methylase","4","4","1","","","","","","1073","1079","1077","","","","CF58_28850.p01","CF59_28830.p01","CF60_28445.p01","ECONIH1_20930.p01","","",""
"CF60_28455","","Fic family protein","4","4","1","","","","","","1295","1295","1295","","","","CF58_28860.p01","CF59_28840.p01","CF60_28455.p01","ECONIH1_20940.p01","","",""
"CF59_28950","","membrane protein","4","4","1","","","","","","683","683","683","","","","CF58_28970.p01","CF59_28950.p01","CF60_28600.p01","ECONIH1_21045.p01","","",""
"ECONIH1_21145","","ligase","4","4","1","","","","","","1253","1253","1253","","","","CF58_29085.p01","CF59_29065.p01","CF60_28715.p01","ECONIH1_21145.p01","","",""
"CF60_28720","","beta-1,4-galactosyltransferase","4","4","1","","","","","","773","773","773","","","","CF58_29090.p01","CF59_29070.p01","CF60_28720.p01","ECONIH1_21150.p01","","",""
"CF59_29230","","hypothetical protein","4","4","1","","","","","","866","866","866","","","","CF58_29250.p01","CF59_29230.p01","CF60_28880.p01","","HW42_23105.p01","",""
"CF58_30395","","acetolactate synthase","4","4","1","","","","","","902","902","902","","","","CF58_30395.p01","CF59_30375.p01","CF60_30045.p01","ECONIH1_22395.p01","","",""
"BU34_01125","","transposase","4","4","1","1","284","1","2316","","266","347","286","BU34_01125.p01","CF57_01400.p01","CF61_02145.p01","","","","","","","RR31_23640.p01"
"HW42_05880","","hypothetical protein","4","4","1","","","","","","188","188","188","","","","","","","ECONIH1_02365.p01","HW42_05880.p01","HW43_05805.p01","RR31_02545.p01"
"CF60_07875","","hypothetical protein","4","4","1","","","","","","599","599","599","","","","CF58_07830.p01","CF59_07910.p01","CF60_07875.p01","ECONIH1_03205.p01","","",""
"CF59_14030","","hypothetical protein","4","4","1","","","","","","599","599","599","","","","CF58_14065.p01","CF59_14030.p01","CF60_13765.p01","ECONIH1_08955.p01","","",""
"CF60_07955","","hypothetical protein","4","4","1","","","","","","140","293","254","","","","CF58_07860.p01","CF59_07935.p01","CF60_07955.p01","ECONIH1_03225.p01","","",""
"CF59_14050","","hypothetical protein","4","4","1","","","","","","293","293","293","","","","CF58_14085.p01","CF59_14050.p01","CF60_13785.p01","ECONIH1_08935.p01","","",""
"RR31_05455","","stress-induced protein","4","4","1","","","","","","173","173","173","","","","","","","ECONIH1_06265.p01","HW42_09300.p01","HW43_08745.p01","RR31_05455.p01"
"CF60_30455","","hypothetical protein","4","4","1","","","","","","395","926","793","","","","","","CF60_30455.p01","","HW42_23445.p01","HW43_23835.p01","RR31_23700.p01"
"HW42_11075","","hypothetical protein","4","4","1","","","","","","788","788","788","","","","","","","ECONIH1_07995.p01","HW42_11075.p01","HW43_10650.p01","RR31_07010.p01"
"RR31_10035","","chemotaxis protein","4","4","1","","","","","","1661","1661","1661","","","","","","","ECONIH1_10835.p01","HW42_13700.p01","HW43_13340.p01","RR31_10035.p01"
"ECONIH1_06545","","dihydroorotase","4","4","1","","","","","","320","1046","864","","","","","CF59_11180.p01","","ECONIH1_06545.p01","","HW43_09020.p01","RR31_05760.p01"
"ECONIH1_14800","","transcriptional regulator","4","4","1","","","","","","890","890","890","","","","","","","ECONIH1_14800.p01","HW42_17425.p01","HW43_17085.p01","RR31_13535.p01"
"RR31_20050","","membrane protein","4","4","1","","","","","","899","899","899","","","","","","","ECONIH1_22485.p01","HW42_00635.p01","HW43_00665.p01","RR31_20050.p01"
"HW42_01710","","hypothetical protein","4","4","1","","","","","","278","278","278","","","","","","","ECONIH1_23820.p01","HW42_01710.p01","HW43_01805.p01","RR31_21095.p01"
"ECONIH1_26450","","plasmid maintenance protein CcdB","4","4","1","","","","","","305","305","305","","","","","","","ECONIH1_26450.p01","HW42_23785.p01","HW43_23960.p01","RR31_23675.p01"
"CF57_02680","","hypothetical protein","4","4","1","1","481","1","2513","","341","677","425","BU34_11475.p01","CF57_02680.p01","CF61_03440.p01","","","","","","","RR31_17455.p01"
"CF59_05525","","hypothetical protein","4","4","1","","","","","","1043","1136","1066","","","","CF58_05475.p01","CF59_05525.p01","CF60_05515.p01","","","","RR31_01245.p01"
"ECONIH1_25015","","amino acid permease","4","4","1","","","","","","200","1412","1106","","","","CF58_02630.p01","CF59_02680.p01","CF60_02665.p01","ECONIH1_25015.p01","","",""
"RR31_11110","","UTP--glucose-1-phosphate uridylyltransferase","4","4","1","1","1761","1","3793","","890","896","891","BU34_18960.p01","CF57_11095.p01","CF61_11810.p01","","","","","","","RR31_11110.p01"
"CF57_07415","","hypothetical protein","4","4","1","1","1202","1","3234","","272","272","272","BU34_22640.p01","CF57_07415.p01","CF61_08115.p01","","","","ECONIH1_15070.p01","","",""
"BU34_10105","","conjugal transfer protein TraH","4","4","1","1","3217","1","703","","1373","1376","1373","BU34_10105.p01","CF57_26500.p01","CF61_26770.p01","","","","","","","RR31_23965.p01"
"CF57_11490","","multidrug transporter MATE","4","4","1","1","1817","1","3849","","212","1454","522","BU34_23010.p01","CF57_11490.p01","CF61_12220.p01","","","","","","HW43_13790.p01",""
"BU34_23630","","hypothetical protein","4","4","1","1","1900","1","3932","","1082","1601","1211","BU34_23630.p01","CF57_12110.p01","CF61_12840.p01","","CF59_17170.p01","","","","",""
"CF59_14035","","phage tail protein","4","4","1","","","","","","2372","2375","2374","","","","CF58_14070.p01","CF59_14035.p01","CF60_13770.p01","ECONIH1_08950.p01","","",""
"HW42_10265","","hypothetical protein","4","4","1","1","4654","1","4571","","182","332","219","BU34_27885.p01","CF57_16370.p01","CF61_17105.p01","","","","","HW42_10265.p01","",""
"CF60_03745","","tRNA-Leu","4","4","1","1","93","1","2125","","85","86","85","","","CF61_00675.r01","CF58_03700.r01","CF59_03750.r01","CF60_03745.r01","","","",""
"CF59_09080","","glutamate mutase","4","4","1","","","","","","1136","1388","1325","","","","CF58_09010.p01","CF59_09080.p01","CF60_09145.p01","ECONIH1_04180.p01","","",""
"CF58_10380","","DNA-binding protein","4","4","1","","","","","","173","521","434","","","","CF58_10380.p01","CF59_10425.p01","CF60_31340.p01","ECONIH1_17770.p01","","",""
"CF60_21945","","Polarity suppression protein","4","4","1","","","","","","572","572","572","","","","CF58_22320.p01","CF59_22285.p01","CF60_21945.p01","","HW42_03015.p01","",""
"CF58_22370","","hypothetical protein","4","4","1","","","","","","455","455","455","","","","CF58_22370.p01","CF59_22340.p01","CF60_21995.p01","","HW42_03045.p01","",""
"CF59_29855","","fimbrial protein","4","4","1","","","","","","887","1070","1024","","","","CF58_29875.p01","CF59_29855.p01","CF60_29495.p01","ECONIH1_21945.p01","","",""
"CF58_05455","","type IV secretion protein Rhs","4","4","1","","","","","","2141","2141","2141","","","","CF58_05455.p01","CF59_05505.p01","CF60_05495.p01","","","","RR31_01230.p01"
"HW43_10950","","hypothetical protein","4","4","1","","","","","","2306","2306","2306","","","","","","","ECONIH1_08210.p01","HW42_11370.p01","HW43_10950.p01","RR31_07340.p01"
"RR31_08300","","regulatory protein","4","4","1","","","","","","155","212","197","","","","","","","ECONIH1_09150.p01","HW42_10480.p01","HW43_10070.p01","RR31_08300.p01"
"RR31_13665","","small toxic protein shoB","4","4","1","","","","","","80","98","84","","","","","","","ECONIH1_14935.p01","HW42_17555.p01","HW43_17215.p01","RR31_13665.p01"
"RR31_17800","","membrane protein","4","4","1","","","","","","1724","1724","1724","","","","","","","ECONIH1_19850.p01","HW42_21740.p01","HW43_21850.p01","RR31_17800.p01"
"BU34_11810","","5S ribosomal RNA","4","4","1","1","542","1","2574","","115","115","115","BU34_11810.r01","CF57_03025.r01","CF61_03800.r01","","","","","","","RR31_17150.r01"
"RR31_06775","","transposase","4","4","1","1","2489","1","4521","","503","503","503","BU34_27555.p01","CF57_16035.p01","CF61_16770.p01","","","","","","","RR31_06775.p01"
"CF61_27370","","transposase","4","4","1","1","3131","1","617","","503","503","503","BU34_09045.p01","CF57_25450.p01","CF61_27370.p01","","","","","","","RR31_23310.p01"
"RR31_24490","","transposase","4","4","1","1","3316","1","802","","503","503","503","BU34_09465.p01","CF57_25870.p01","CF61_26090.p01","","","","","","","RR31_24490.p01"
"RR31_03235","","transposase","4","4","1","1","3959","1","1445","","1112","1112","1112","BU34_04665.p01","CF57_21080.p01","CF61_21770.p01","","","","","","","RR31_03235.p01"
"CF58_14050","","tail protein","4","4","1","","","","","","209","743","609","","","","CF58_14050.p01","","CF60_13750.p01","ECONIH1_08970.p01","","","RR31_01600.p01"
"CF61_02110","","transposase","4","4","1","1","280","1","2312","","275","275","275","BU34_01115.p01","CF57_01365.p01","CF61_02110.p01","","","","","","","RR31_23635.p01"
"CF57_06485","","transposase","4","4","1","1","1056","1","3088","","299","299","299","","CF57_06485.p01","CF61_07185.p01","","","","","","HW43_34125.p01","RR31_03860.p01"
"CF60_13760","","host specificity protein J","4","4","1","","","","","","653","3479","2772","","","","CF58_14060.p01","CF59_14025.p01","CF60_13760.p01","ECONIH1_08960.p01","","",""
"BU34_03515","","tRNA-Lys","4","4","1","1","4121","1","1607","","75","75","75","BU34_03515.r01","CF57_19930.r01","CF61_20620.r01","","","","ECONIH1_04290.r01","","",""
"CF57_06490","","transposase","4","4","1","1","1057","1","3089","","866","866","866","","CF57_06490.p01","CF61_07190.p01","","","","","","HW43_34120.p01","RR31_03865.p01"
"BU34_08480","","transposase","4","4","1","","","","","","605","605","605","BU34_08480.p01","","","CF58_14350.p01","CF59_14315.p01","CF60_14050.p01","","","",""
"ECONIH1_26190","","tRNA-Leu","4","4","1","","","","","","86","86","86","","","","","","","ECONIH1_26190.r01","HW42_03455.r01","HW43_03505.r01","RR31_23380.r01"
"CF59_08180","","membrane protein","4","4","1","","","","","","152","152","152","","","","CF58_08100.p01","CF59_08180.p01","CF60_08215.p01","","","HW43_06625.p01",""
"RR31_02325","","hypothetical protein","4","4","1","1","3798","1","1284","","242","281","251","BU34_05740.p01","CF57_22160.p01","CF61_22845.p01","","","","","","","RR31_02325.p01"
"CF57_22745","","AraC family transcriptional regulator","4","4","1","1","3707","1","1193","","635","851","689","BU34_06325.p01","CF57_22745.p01","CF61_23430.p01","","","","","","","RR31_01885.p01"
"CF57_23005","","lysozyme","4","4","1","1","3677","1","1163","","476","476","476","BU34_06585.p01","CF57_23005.p01","CF61_23690.p01","","","","ECONIH1_24025.p01","","",""
"CF61_24185","","hypothetical protein","4","4","1","1","3594","1","1080","","497","497","497","BU34_07075.p01","CF57_23495.p01","CF61_24185.p01","","","","","","","RR31_01295.p01"
"CF60_30505","","hypothetical protein","4","4","1","1","3279","1","765","","431","689","495","BU34_09700.p01","CF57_26095.p01","CF61_26365.p01","","","CF60_30505.p01","","","",""
"CF57_26165","","hypothetical protein","4","4","1","1","3267","1","753","","221","221","221","BU34_09770.p01","CF57_26165.p01","CF61_26435.p01","","","","","","HW43_23820.p01",""
"CF61_26485","","serine/threonine protein kinase","4","4","1","1","3261","1","747","","101","473","194","BU34_09820.p01","CF57_26215.p01","CF61_26485.p01","","","","","HW42_24365.p01","",""
"RR31_23775","","single-stranded DNA-binding protein","4","4","1","1","3254","1","740","","206","206","206","BU34_09875.p01","CF57_26270.p01","CF61_26540.p01","","","","","","","RR31_23775.p01"
"CF61_26560","","hypothetical protein","4","4","1","1","3252","1","738","","1958","1958","1958","BU34_09895.p01","CF57_26290.p01","CF61_26560.p01","","","","","HW42_24350.p01","",""
"RR31_23830","","lytic transglycosylase","4","4","1","1","3243","1","729","","509","509","509","BU34_09965.p01","CF57_26360.p01","CF61_26630.p01","","","","","","","RR31_23830.p01"
"CF61_26655","","conjugal transfer protein TraA","4","4","1","1","3239","1","725","","362","365","362","BU34_09990.p01","CF57_26385.p01","CF61_26655.p01","","","","","","","RR31_23850.p01"
"CF57_26445","","conjugal transfer protein TrbI","4","4","1","1","3228","1","714","","386","386","386","BU34_10050.p01","CF57_26445.p01","CF61_26715.p01","","","","","","","RR31_23905.p01"
"RR31_23950","","conjugal transfer protein TraQ","4","4","1","1","3220","1","706","","284","284","284","BU34_10090.p01","CF57_26485.p01","CF61_26755.p01","","","","","","","RR31_23950.p01"
"CF61_26790","","conjugal transfer protein TraT","4","4","1","1","3214","1","700","","422","731","499","BU34_10125.p01","CF57_26520.p01","CF61_26790.p01","","","","","","","RR31_23980.p01"
